date,SRV,poolval,CapRealBTC
2017-10-20,19524.85,2705008.51,39166.74
2017-10-21,19443.73,2704258.95,38763.94
2017-10-22,19187.48,2739247.59,38292.63
2017-10-23,19331.92,2753273.67,37882.01
2017-10-24,19651.19,2782285.1,37666.81
2017-10-25,19227.58,2936670.19,37716.82
2017-10-26,18779.18,2909734.03,37579.55
2017-10-27,18667.31,2837282.55,37492.12
2017-10-28,18403.79,2813020.28,37440.75
2017-10-29,18145.21,2809735.64,37216.76
2017-10-30,18670.65,2775846.06,37042.68
2017-10-31,18495.73,2872149.42,36794.5
2017-11-01,18239.95,2907254.39,36281.52
2017-11-02,18254.54,2904403.95,35852.01
2017-11-03,18084.11,2955987.35,35585.74
2017-11-04,17880.69,2972127.27,35271.67
2017-11-05,17677.4,2981147.09,35029.23
2017-11-06,17529.34,2981382.13,34837.44
2017-11-07,17559.54,2991569.64,34629.71
2017-11-08,17461.93,3005582.17,34537.11
2017-11-09,17300.65,3041511.83,34492.11
2017-11-10,17287.64,3041351.94,34340.8
2017-11-11,17244.92,3043479.1,34316.43
2017-11-12,17236.39,3056176.45,34339.16
2017-11-13,17187.49,3063990.65,34250.81
2017-11-14,17146.49,3072135.08,34286.69
2017-11-15,17077.69,3073293.8,34155.4
2017-11-16,16961.94,3071466.06,33957.18
2017-11-17,16806.35,3067897.69,33806.92
2017-11-18,16843.46,3068870.44,33759.63
2017-11-19,16699.12,3077334.02,33670.31
2017-11-20,16578.29,3087117.73,33521.48
2017-11-21,16475.74,3085530.78,33413.5
2017-11-22,16378.27,3091612.12,33454.26
2017-11-23,16269.91,3076343.0,33575.21
2017-11-24,16204.04,3060436.2,33745.53
2017-11-25,16171.41,3035391.47,33799.58
2017-11-26,16158.1,3013191.49,34107.66
2017-11-27,17160.61,2995980.7,34390.45
2017-11-28,17155.22,3094309.38,34363.37
2017-11-29,17197.07,3133590.84,34221.72
2017-11-30,17173.28,3142017.79,34321.67
2017-12-01,16971.96,3135813.98,34344.13
2017-12-02,16848.81,3109425.94,34092.04
2017-12-03,16660.56,3086927.66,34017.78
2017-12-04,16600.34,3052600.64,34031.03
2017-12-05,16947.02,3035932.35,33922.71
2017-12-06,16829.2,3098470.13,33508.58
2017-12-07,16549.47,3124079.66,33094.89
2017-12-08,16368.48,3131935.24,32918.53
2017-12-09,16219.54,3128403.64,32759.41
2017-12-10,16041.29,3136402.62,32592.44
2017-12-11,15893.55,3133103.56,32348.17
2017-12-12,15750.82,3126670.28,32258.25
2017-12-13,15573.64,3133455.19,32262.26
2017-12-14,15555.75,3110996.86,32232.67
2017-12-15,15814.61,3101525.6,32050.65
2017-12-16,15830.86,3153413.39,32012.34
2017-12-17,15773.25,3205043.5,32013.7
2017-12-18,15769.02,3213070.09,32085.55
2017-12-19,15790.7,3207593.53,32233.83
2017-12-20,15784.98,3196108.76,32459.73
2017-12-21,15890.38,3185529.03,32686.61
2017-12-22,15944.26,3178378.02,32778.94
2017-12-23,16048.43,3171924.22,33012.15
2017-12-24,16210.68,3169645.73,33343.23
2017-12-25,16561.9,3160632.46,33644.57
2017-12-26,16578.78,3183498.04,33739.36
2017-12-27,16639.87,3179931.91,33938.4
2017-12-28,16888.22,3171674.35,34144.62
2017-12-29,17008.83,3180434.33,34489.89
2017-12-30,17386.92,3180812.29,34717.32
2017-12-31,17786.78,3186890.56,35049.49
2018-01-01,18064.42,3226603.25,35552.31
2018-01-02,18352.8,3237648.08,35769.09
2018-01-03,18520.46,3244491.54,36019.32
2018-01-04,18812.93,3243291.22,36352.35
2018-01-05,18801.58,3257403.7,36431.22
2018-01-06,18853.84,3247769.66,36599.59
2018-01-07,19108.03,3232438.57,36836.94
2018-01-08,19522.51,3236892.01,37233.7
2018-01-09,19795.76,3248357.69,37720.22
2018-01-10,19965.95,3278824.23,38026.07
2018-01-11,20193.67,3271580.92,38280.33
2018-01-12,20758.24,3270773.08,38801.11
2018-01-13,21045.48,3290024.61,39339.35
2018-01-14,21473.28,3311573.64,39636.03
2018-01-15,21661.62,3313600.32,39870.91
2018-01-16,21774.76,3325237.89,39855.47
2018-01-17,21901.54,3332791.17,40131.93
2018-01-18,22067.73,3324215.06,40259.0
2018-01-19,22345.48,3325984.35,41045.3
2018-01-20,22565.99,3327773.82,41578.05
2018-01-21,22851.27,3312860.2,41922.47
2018-01-22,23088.58,3297947.01,42119.68
2018-01-23,23376.53,3313917.42,42402.08
2018-01-24,23625.19,3310453.0,42687.17
2018-01-25,23737.82,3321024.46,42870.05
2018-01-26,23966.2,3318135.85,43057.16
2018-01-27,24035.38,3323670.41,43261.71
2018-01-28,24166.01,3317133.91,43409.19
2018-01-29,24362.18,3311201.62,43792.34
2018-01-30,24556.94,3314606.04,44193.23
2018-01-31,25044.35,3310437.58,44754.7
2018-02-01,25068.01,3314121.71,45108.99
2018-02-02,25481.54,3312856.03,45414.43
2018-02-03,25755.58,3333314.61,45854.01
2018-02-04,25906.83,3334915.65,46077.12
2018-02-05,26016.97,3325352.47,46193.33
2018-02-06,26238.45,3326439.02,46608.23
2018-02-07,26335.71,3329520.23,46915.73
2018-02-08,26518.4,3321955.64,47090.89
2018-02-09,26680.97,3315250.59,47408.94
2018-02-10,26975.44,3320378.58,47606.98
2018-02-11,26960.17,3333782.29,47715.77
2018-02-12,27162.44,3324806.66,47887.66
2018-02-13,27277.43,3330228.8,48023.82
2018-02-14,27346.39,3333456.2,48156.03
2018-02-15,27542.14,3334704.66,48315.48
2018-02-16,27531.53,3329157.21,48499.49
2018-02-17,27798.34,3336836.16,48667.85
2018-02-18,27835.64,3340941.93,48686.04
2018-02-19,27820.52,3349406.59,48667.09
2018-02-20,27645.14,3351445.59,48486.91
2018-02-21,27533.27,3349127.43,48402.49
2018-02-22,27407.81,3343659.62,48362.52
2018-02-23,27343.29,3338066.6,48362.17
2018-02-24,27310.4,3336207.54,48339.19
2018-02-25,27396.76,3336174.28,48358.29
2018-02-26,27364.24,3348469.78,48254.01
2018-02-27,27281.38,3358978.47,48210.38
2018-02-28,27158.82,3356870.25,48171.04
2018-03-01,27289.59,3353308.07,48106.54
2018-03-02,27153.58,3366447.68,48104.97
2018-03-03,27004.09,3369075.36,48027.8
2018-03-04,26902.49,3356352.23,47979.77
2018-03-05,27037.51,3345390.73,47956.8
2018-03-06,26845.66,3361850.2,47820.15
2018-03-07,26703.03,3367831.57,47729.75
2018-03-08,26464.24,3362674.72,47535.44
2018-03-09,26493.13,3351627.21,47461.83
2018-03-10,26461.57,3357421.94,47444.44
2018-03-11,26400.37,3375197.55,47355.95
2018-03-12,26203.63,3377618.42,47241.81
2018-03-13,26102.38,3379724.05,47155.99
2018-03-14,26006.18,3378174.78,47011.56
2018-03-15,25952.27,3377569.43,46971.62
2018-03-16,25845.92,3391982.09,46922.29
2018-03-17,25668.35,3388947.29,46763.26
2018-03-18,25533.78,3384219.23,46662.33
2018-03-19,25502.56,3374814.44,46476.29
2018-03-20,25291.34,3393354.32,46323.48
2018-03-21,25095.78,3384919.6,46145.14
2018-03-22,25006.81,3377863.35,45992.33
2018-03-23,24853.47,3401171.22,45933.03
2018-03-24,24719.0,3397567.43,45825.18
2018-03-25,24873.51,3392601.37,45713.06
2018-03-26,24616.18,3419518.74,45598.53
2018-03-27,24601.04,3423871.25,45471.9
2018-03-28,24401.65,3425239.17,45379.68
2018-03-29,24343.29,3427301.0,45239.28
2018-03-30,24065.25,3425583.99,45110.89
2018-03-31,23954.88,3413593.21,44986.42
2018-04-01,23734.42,3411208.43,44871.58
2018-04-02,23808.23,3399538.48,44824.4
2018-04-03,24003.43,3398330.97,44830.86
2018-04-04,23951.9,3454121.22,44811.13
2018-04-05,23852.85,3468707.75,44857.4
2018-04-06,23892.92,3462257.52,44915.5
2018-04-07,23846.24,3457991.44,45158.19
2018-04-08,23808.98,3453402.44,45261.8
2018-04-09,24086.72,3434219.43,45409.28
2018-04-10,24141.28,3448693.25,45613.28
2018-04-11,24219.49,3457994.62,45841.29
2018-04-12,24465.6,3456626.53,46065.13
2018-04-13,24552.49,3456538.38,46172.49
2018-04-14,24561.41,3473798.59,46294.86
2018-04-15,24874.38,3463994.39,46483.02
2018-04-16,24935.47,3477613.43,46653.21
2018-04-17,24997.09,3491315.98,46843.27
2018-04-18,25137.54,3486664.03,46936.91
2018-04-19,25291.77,3487153.91,47069.51
2018-04-20,25440.81,3491100.14,47201.71
2018-04-21,25472.3,3498489.83,47342.09
2018-04-22,25609.2,3503521.97,47402.39
2018-04-23,25783.71,3496532.27,47488.73
2018-04-24,25850.08,3525526.79,47704.59
2018-04-25,26224.22,3524816.01,48334.85
2018-04-26,26425.05,3525993.41,48706.35
2018-04-27,26591.54,3534954.22,49217.21
2018-04-28,27057.74,3525333.65,49577.3
2018-04-29,27097.5,3525651.91,49805.5
2018-04-30,27496.41,3529745.7,50070.36
2018-05-01,27634.6,3531397.93,50350.95
2018-05-02,27907.3,3540354.33,50583.79
2018-05-03,28073.89,3544208.49,50745.39
2018-05-04,28446.96,3544598.51,51152.47
2018-05-05,28556.46,3560839.76,51325.29
2018-05-06,28682.31,3558236.73,51536.9
2018-05-07,29128.45,3558517.35,51929.95
2018-05-08,29554.75,3561469.43,52215.01
2018-05-09,30036.15,3594300.41,52513.72
2018-05-10,30024.21,3629912.86,52902.7
2018-05-11,30287.78,3621153.18,53380.36
2018-05-12,30376.81,3608024.28,53716.17
2018-05-13,30678.45,3603043.8,54178.66
2018-05-14,31303.6,3587549.61,55066.64
2018-05-15,31833.04,3596017.83,55619.68
2018-05-16,32195.2,3615321.86,56079.39
2018-05-17,32630.68,3624868.03,56703.47
2018-05-18,33226.12,3622129.67,57659.74
2018-05-19,34032.75,3624151.76,58491.89
2018-05-20,34622.74,3640151.24,59227.65
2018-05-21,35501.46,3642989.8,60311.59
2018-05-22,36126.85,3654006.47,61052.66
2018-05-23,36757.05,3675245.18,62020.14
2018-05-24,37315.65,3667704.22,62711.84
2018-05-25,37887.89,3674101.84,63333.55
2018-05-26,38008.26,3674868.6,63790.73
2018-05-27,38386.27,3663555.81,64204.26
2018-05-28,38904.95,3655579.02,64671.81
2018-05-29,39416.22,3669859.14,65096.18
2018-05-30,39594.24,3677400.1,65417.79
2018-05-31,40046.21,3681977.8,65847.11
2018-06-01,40643.49,3681381.69,66326.85
2018-06-02,41057.38,3710591.15,66956.66
2018-06-03,41088.23,3703374.83,67271.62
2018-06-04,41696.91,3694762.38,67826.23
2018-06-05,41786.15,3703264.76,68274.35
2018-06-06,42243.17,3695985.65,68677.62
2018-06-07,42778.62,3694289.01,69494.19
2018-06-08,43466.24,3706275.7,70155.09
2018-06-09,43825.77,3717219.26,70581.34
2018-06-10,44088.03,3727367.26,71013.85
2018-06-11,44712.94,3722082.15,71502.54
2018-06-12,45016.8,3732677.43,71794.21
2018-06-13,45148.83,3741345.15,72277.35
2018-06-14,45672.83,3740008.29,73090.51
2018-06-15,46064.2,3736956.86,73504.73
2018-06-16,46419.55,3743840.69,73872.82
2018-06-17,46846.78,3748586.17,74339.33
2018-06-18,47311.37,3746056.12,74670.65
2018-06-19,47578.7,3768379.89,75007.93
2018-06-20,47788.22,3789400.67,75292.18
2018-06-21,47902.28,3787021.76,75505.32
2018-06-22,47794.44,3785302.42,75622.12
2018-06-23,47958.16,3776027.15,75477.56
2018-06-24,48112.18,3773312.56,75462.13
2018-06-25,48063.73,3789084.43,75472.84
2018-06-26,48184.08,3797528.91,75383.58
2018-06-27,48294.48,3800817.62,75270.02
2018-06-28,48002.14,3833435.57,74931.82
2018-06-29,47641.68,3829100.26,74958.55
2018-06-30,47252.67,3817000.27,74741.04
2018-07-01,47018.53,3793600.88,74627.02
2018-07-02,46654.28,3785456.05,74559.78
2018-07-03,46393.09,3769092.47,74429.51
2018-07-04,46387.21,3760868.72,74234.52
2018-07-05,46220.66,3783345.77,73980.63
2018-07-06,46885.65,3773147.96,73756.71
2018-07-07,46363.05,3849786.47,73459.99
2018-07-08,46102.1,3854747.44,73187.43
2018-07-09,45719.47,3839486.58,72909.95
2018-07-10,45280.21,3840443.54,72649.43
2018-07-11,44967.42,3825930.1,72389.26
2018-07-12,44537.1,3810215.03,72087.78
2018-07-13,44173.93,3806248.79,71943.07
2018-07-14,43728.67,3792794.88,71709.44
2018-07-15,43954.82,3779571.49,71754.79
2018-07-16,43940.61,3789800.99,71890.07
2018-07-17,43921.33,3815942.35,71896.38
2018-07-18,43924.02,3822262.91,71691.3
2018-07-19,43665.81,3827915.85,71544.56
2018-07-20,43439.51,3838041.05,71484.77
2018-07-21,43296.7,3830247.81,71361.29
2018-07-22,43009.92,3825960.39,71182.42
2018-07-23,42538.93,3821493.02,70775.41
2018-07-24,42364.13,3810905.6,70276.75
2018-07-25,41969.1,3808256.22,69945.64
2018-07-26,41616.67,3817944.81,69564.79
2018-07-27,41175.22,3810324.78,69177.98
2018-07-28,40883.8,3811243.55,68849.78
2018-07-29,40638.24,3802669.38,68527.49
2018-07-30,40246.58,3815650.88,68121.8
2018-07-31,39846.5,3818760.81,67679.28
2018-08-01,39475.17,3814291.28,67307.9
2018-08-02,39157.63,3812799.14,66871.96
2018-08-03,38908.0,3818461.93,66542.93
2018-08-04,38695.2,3837906.97,66173.19
2018-08-05,38316.1,3844081.37,65848.9
2018-08-06,37906.18,3852530.08,65555.68
2018-08-07,37509.18,3844776.61,65228.68
2018-08-08,37233.87,3839584.34,65001.0
2018-08-09,36855.99,3831502.86,64711.03
2018-08-10,36451.77,3832478.88,64338.56
2018-08-11,36329.92,3819976.0,63998.14
2018-08-12,36181.82,3824011.26,63600.24
2018-08-13,35717.61,3847321.73,63104.15
2018-08-14,35236.47,3860893.48,62711.5
2018-08-15,34954.98,3852761.74,62264.46
2018-08-16,34589.83,3864154.02,61925.91
2018-08-17,34315.07,3867888.83,61665.45
2018-08-18,33892.59,3875132.01,61289.28
2018-08-19,33601.51,3866518.73,61025.48
2018-08-20,33274.11,3858792.83,60617.49
2018-08-21,32975.79,3869937.15,60309.9
2018-08-22,32605.29,3867861.07,59958.41
2018-08-23,32212.32,3873056.56,59595.14
2018-08-24,31870.84,3865311.84,59384.3
2018-08-25,31618.0,3862103.03,59126.6
2018-08-26,31307.1,3856883.63,58797.4
2018-08-27,31132.45,3852201.19,58586.81
2018-08-28,30852.08,3870184.7,58284.97
2018-08-29,30577.15,3865021.79,58064.85
2018-08-30,30533.39,3862884.69,57839.33
2018-08-31,30261.18,3873533.93,57687.95
2018-09-01,30051.14,3886660.69,57588.48
2018-09-02,29932.15,3876346.73,57409.88
2018-09-03,29804.07,3878630.01,57148.54
2018-09-04,29532.41,3895636.56,56905.71
2018-09-05,29454.38,3891485.37,56600.23
2018-09-06,29187.46,3908593.78,56366.71
2018-09-07,28843.79,3908601.23,56208.34
2018-09-08,28620.1,3893113.53,56017.85
2018-09-09,28513.63,3877267.28,55850.36
2018-09-10,28449.84,3872207.96,55663.91
2018-09-11,28269.68,3898403.92,55483.3
2018-09-12,28059.44,3908328.57,55283.78
2018-09-13,28007.12,3908749.76,55154.16
2018-09-14,27843.07,3928983.58,55059.87
2018-09-15,27671.71,3927347.39,54985.44
2018-09-16,27537.24,3924872.68,54877.02
2018-09-17,27516.61,3914920.66,54742.76
2018-09-18,27412.81,3925488.39,54595.73
2018-09-19,27259.88,3937678.85,54485.85
2018-09-20,27068.71,3935518.7,54354.7
2018-09-21,26916.66,3932243.07,54255.99
2018-09-22,26934.11,3924876.68,54121.38
2018-09-23,26785.24,3948989.63,54079.4
2018-09-24,26701.49,3947982.04,53982.55
2018-09-25,26636.73,3945483.08,53904.87
2018-09-26,26452.18,3957693.3,53805.8
2018-09-27,26474.71,3948956.84,53769.16
2018-09-28,26315.95,3948761.85,53676.49
2018-09-29,26194.68,3958368.56,53631.8
2018-09-30,26147.59,3948191.71,53597.84
2018-10-01,26121.26,3943805.85,53537.28
2018-10-02,26016.78,3951708.47,53511.14
2018-10-03,26117.43,3958866.17,53449.94
2018-10-04,26163.63,3969675.5,53514.76
2018-10-05,26152.07,3992890.7,53560.17
2018-10-06,26064.23,3989582.3,53550.39
2018-10-07,25961.98,3976662.11,53511.81
2018-10-08,26024.04,3968012.49,53630.7
2018-10-09,26076.49,3965904.71,53586.55
2018-10-10,26135.53,3972013.14,53635.07
2018-10-11,26092.16,3977825.75,53499.48
2018-10-12,25927.85,3988071.27,53447.31
2018-10-13,26042.37,3983620.0,53497.07
2018-10-14,25979.17,3991479.34,53467.8
2018-10-15,26011.93,3996439.82,53451.24
2018-10-16,25966.54,4005678.1,53446.51
2018-10-17,25968.01,4006295.16,53455.06
2018-10-18,25874.02,4014875.72,53419.87
2018-10-19,26002.86,4008535.61,53326.3
2018-10-20,26010.49,4018121.75,53311.05
2018-10-21,25856.37,4037099.91,53284.23
2018-10-22,25822.58,4021976.79,53272.69
2018-10-23,26059.97,4019513.76,53998.1
2018-10-24,26286.87,4016331.49,54197.24
2018-10-25,26476.51,4023397.02,54192.35
2018-10-26,26552.78,4035457.79,54274.94
2018-10-27,26566.84,4045832.48,54363.48
2018-10-28,26582.22,4049620.17,54471.2
2018-10-29,26718.73,4039268.77,54395.72
2018-10-30,26695.76,4043640.85,54408.96
2018-10-31,26763.12,4058339.26,54425.13
2018-11-01,26714.59,4059242.42,54453.07
2018-11-02,26683.01,4059350.94,54554.7
2018-11-03,26590.61,4054916.12,54547.77
2018-11-04,26492.28,4043523.52,54546.6
2018-11-05,26603.63,4031613.11,54492.69
2018-11-06,26514.79,4043914.6,54532.31
2018-11-07,27018.72,4039577.27,54525.01
2018-11-08,26955.31,4112558.27,54480.17
2018-11-09,27043.9,4118299.29,54542.75
2018-11-10,26976.04,4120951.21,54559.95
2018-11-11,26774.36,4125720.31,54530.11
2018-11-12,26753.47,4104217.01,54556.87
2018-11-13,26737.94,4089904.49,54526.45
2018-11-14,26784.04,4091042.6,54485.7
2018-11-15,26680.43,4103001.28,54475.15
2018-11-16,26689.2,4100603.57,54397.95
2018-11-17,26662.63,4105051.77,54358.62
2018-11-18,26633.48,4108559.01,54329.23
2018-11-19,26676.59,4110872.41,53644.11
2018-11-20,26563.2,4133065.81,53478.57
2018-11-21,26676.52,4143094.9,53462.39
2018-11-22,26551.72,4176269.41,53393.66
2018-11-23,26425.8,4175883.69,53221.37
2018-11-24,26228.75,4167037.34,53108.23
2018-11-25,26070.93,4162173.29,52999.68
2018-11-26,25995.08,4143239.02,52862.43
2018-11-27,25924.85,4151400.06,52752.55
2018-11-28,25773.35,4165901.59,52584.43
2018-11-29,25565.28,4161786.03,52407.75
2018-11-30,25521.94,4153664.64,52239.58
2018-12-01,25424.53,4157828.57,52089.68
2018-12-02,25220.39,4173634.79,51967.47
2018-12-03,25210.35,4168692.53,51894.62
2018-12-04,25152.98,4175008.51,51797.34
2018-12-05,24990.32,4199400.69,51710.2
2018-12-06,24840.12,4193790.77,51641.81
2018-12-07,24711.88,4182489.6,51489.63
2018-12-08,24463.96,4178301.78,51367.25
2018-12-09,24458.28,4163219.07,51255.0
2018-12-10,24372.92,4164511.27,50994.1
2018-12-11,24151.29,4179354.17,50744.14
2018-12-12,23914.88,4192636.42,50497.17
2018-12-13,23791.23,4188258.9,50348.99
2018-12-14,23655.86,4190034.16,50069.74
2018-12-15,23487.9,4187685.99,49913.81
2018-12-16,23375.08,4183335.37,49829.66
2018-12-17,23304.69,4180657.78,49676.45
2018-12-18,23271.56,4187217.85,49701.09
2018-12-19,23288.8,4194472.37,49626.24
2018-12-20,23262.85,4212382.44,49528.5
2018-12-21,23143.5,4219328.28,49416.5
2018-12-22,22983.66,4222706.4,49340.62
2018-12-23,22894.65,4209895.35,49307.11
2018-12-24,22809.87,4196076.03,49251.39
2018-12-25,22831.32,4200348.39,49166.6
2018-12-26,22718.45,4205530.99,49090.76
2018-12-27,22578.25,4206158.25,48936.86
2018-12-28,22634.13,4205256.95,49041.04
2018-12-29,22589.09,4216000.54,48965.7
2018-12-30,22446.43,4214371.1,48917.5
2018-12-31,22414.25,4207245.83,48677.66
2019-01-01,22274.75,4208812.98,48604.44
2019-01-02,22429.75,4210457.83,48536.88
2019-01-03,22318.53,4234874.75,48521.94
2019-01-04,22322.21,4250036.18,48513.52
2019-01-05,22239.67,4252818.49,48497.49
2019-01-06,22221.02,4246631.3,48478.36
2019-01-07,22184.62,4248637.79,48443.67
2019-01-08,22111.5,4247715.47,48356.76
2019-01-09,22169.45,4249363.5,48334.68
2019-01-10,22137.98,4250128.67,47848.29
2019-01-11,22078.28,4271865.6,47776.87
2019-01-12,22031.3,4276183.98,47786.29
2019-01-13,21940.08,4273764.85,47714.86
2019-01-14,21856.4,4267289.24,47643.99
2019-01-15,21956.53,4261461.59,47593.15
2019-01-16,21890.67,4275838.73,47585.63
2019-01-17,22019.57,4290051.69,47584.09
2019-01-18,22074.52,4317652.43,47580.65
2019-01-19,22006.15,4332929.35,47535.88
2019-01-20,21910.1,4330194.25,47499.19
2019-01-21,21932.91,4313850.55,47519.33
2019-01-22,22056.21,4324174.36,47523.34
2019-01-23,22030.83,4332229.72,47528.73
2019-01-24,22011.12,4349304.24,47558.28
2019-01-25,22012.01,4345230.59,47547.19
2019-01-26,22112.67,4343838.57,47560.25
2019-01-27,22097.28,4351844.93,47573.28
2019-01-28,22149.01,4365790.23,47588.93
2019-01-29,22098.78,4369612.42,47560.7
2019-01-30,22061.81,4377861.3,47556.06
2019-01-31,22090.65,4368347.73,47506.0
2019-02-01,22020.17,4380616.8,47150.91
2019-02-02,21868.66,4392191.18,47117.26
2019-02-03,21892.36,4377858.88,47126.59
2019-02-04,22003.94,4378323.51,47087.2
2019-02-05,21985.26,4396774.75,47075.78
2019-02-06,21863.52,4415380.97,46949.49
2019-02-07,21793.67,4409145.59,46928.99
2019-02-08,21729.43,4400231.65,46911.78
2019-02-09,21756.74,4403733.13,46893.7
2019-02-10,21729.11,4409247.69,46912.8
2019-02-11,22000.84,4414913.65,46907.05
2019-02-12,22073.72,4430828.4,46832.95
2019-02-13,21991.23,4492220.97,46833.6
2019-02-14,21862.61,4487753.34,46842.85
2019-02-15,21698.11,4463570.83,46846.0
2019-02-16,21488.49,4440434.46,46853.0
2019-02-17,21436.92,4406336.45,46874.26
2019-02-18,21367.89,4383368.17,46831.28
2019-02-19,21408.72,4369061.13,46728.86
2019-02-20,22042.59,4365639.05,46598.89
2019-02-21,22011.41,4536034.77,46512.18
2019-02-22,21840.22,4554239.97,46476.78
2019-02-23,21673.52,4539956.96,46438.56
2019-02-24,21668.77,4513291.24,46371.19
2019-02-25,21536.9,4504871.38,46307.16
2019-02-26,21392.62,4504767.53,46273.38
2019-02-27,21176.88,4480264.69,46247.67
2019-02-28,21473.35,4453330.69,46215.53
2019-03-01,21403.54,4514602.32,46156.84
2019-03-02,21355.02,4509793.16,46151.65
2019-03-03,21329.54,4505322.95,46123.44
2019-03-04,21335.03,4499981.91,46001.47
2019-03-05,21276.46,4510926.14,45993.64
2019-03-06,21256.82,4517495.01,45955.43
2019-03-07,21368.05,4514368.36,45888.58
2019-03-08,21325.74,4553606.76,45825.64
2019-03-09,21238.49,4558706.49,45796.85
2019-03-10,21262.98,4560875.25,45798.26
2019-03-11,21329.13,4553800.56,45799.48
2019-03-12,21185.12,4577183.53,45880.37
2019-03-13,21177.87,4553179.05,45896.53
2019-03-14,21102.45,4538188.76,46076.16
2019-03-15,21148.87,4509200.46,46191.12
2019-03-16,21520.23,4496617.37,46232.51
2019-03-17,21532.79,4559415.85,46335.54
2019-03-18,21573.56,4549950.13,46399.77
2019-03-19,21731.42,4551480.78,46402.51
2019-03-20,21833.09,4566483.88,46449.43
2019-03-21,21797.93,4591287.18,46471.22
2019-03-22,21762.56,4590367.83,46517.79
2019-03-23,21544.49,4584135.43,46560.14
2019-03-24,21475.27,4550287.46,46588.06
2019-03-25,21715.11,4510361.59,46711.91
2019-03-26,21925.84,4496597.07,46716.64
2019-03-27,22005.94,4588771.35,46813.9
2019-03-28,22134.73,4596061.7,46942.31
2019-03-29,22177.57,4601446.51,47005.9
2019-03-30,22083.29,4610846.8,47050.71
2019-03-31,22281.35,4595372.84,47212.61
2019-04-01,22468.19,4591406.57,47260.02
2019-04-02,22412.78,4616789.92,47263.11
2019-04-03,22422.89,4621428.88,47317.58
2019-04-04,22356.17,4618651.82,47350.97
2019-04-05,22318.19,4606340.51,47465.4
2019-04-06,22072.25,4580339.73,47534.82
2019-04-07,22236.99,4533741.55,47590.06
2019-04-08,22994.56,4525965.86,47637.71
2019-04-09,22936.58,4647643.34,47668.39
2019-04-10,22892.03,4676485.75,47668.9
2019-04-11,22790.8,4671269.71,47648.77
2019-04-12,22590.74,4651129.12,47663.71
2019-04-13,22541.8,4618040.12,47710.43
2019-04-14,22435.19,4599303.73,47764.38
2019-04-15,22345.09,4575789.85,47735.32
2019-04-16,23117.66,4549330.26,47730.1
2019-04-17,23126.61,4694840.97,47750.25
2019-04-18,23005.04,4708377.51,47768.96
2019-04-19,23114.82,4698541.17,47785.99
2019-04-20,23045.54,4712168.03,47832.86
2019-04-21,23018.14,4702969.29,47865.08
2019-04-22,23041.1,4688094.34,47882.82
2019-04-23,22987.67,4682493.05,47819.99
2019-04-24,22953.59,4680809.58,47792.57
2019-04-25,22882.32,4676225.37,47724.18
2019-04-26,22961.96,4671521.17,47642.64
2019-04-27,23039.83,4676273.04,47618.88
2019-04-28,23127.93,4715084.44,47637.8
2019-04-29,23053.41,4749383.92,47575.93
2019-04-30,23027.42,4752233.75,47562.92
2019-05-01,23007.21,4752612.55,47572.3
2019-05-02,23018.11,4752912.11,47569.23
2019-05-03,22965.19,4756451.94,47584.02
2019-05-04,22937.09,4756937.75,47569.8
2019-05-05,22963.67,4756185.23,47583.3
2019-05-06,23054.32,4767416.51,47573.9
2019-05-07,22988.14,4773783.09,47521.5
2019-05-08,22876.5,4780854.11,47452.94
2019-05-09,22700.15,4771929.88,47345.35
2019-05-10,22623.77,4750395.69,47229.18
2019-05-11,22463.12,4752717.68,47154.55
2019-05-12,22333.43,4734252.73,46983.75
2019-05-13,22222.76,4719321.42,46786.6
2019-05-14,22206.97,4728529.65,46555.95
2019-05-15,22118.35,4752476.08,46566.27
2019-05-16,22002.87,4763694.53,46408.21
2019-05-17,21917.47,4750693.15,46294.04
2019-05-18,21788.37,4745716.53,46239.7
2019-05-19,21656.1,4742714.98,46007.29
2019-05-20,21675.84,4734186.61,45826.13
2019-05-21,21514.45,4752307.32,45712.88
2019-05-22,21393.72,4758913.99,45586.64
2019-05-23,21258.83,4751623.57,45412.21
2019-05-24,21117.49,4746393.98,45241.1
2019-05-25,20891.45,4745173.8,45112.5
2019-05-26,20669.17,4727939.78,44888.89
2019-05-27,20608.59,4694968.79,44715.02
2019-05-28,20556.77,4713746.97,44514.27
2019-05-29,20420.16,4728092.98,44355.27
2019-05-30,20540.01,4764900.24,44135.84
2019-05-31,20373.37,4781135.36,43987.2
2019-06-01,20211.15,4825055.98,43863.51
2019-06-02,20049.53,4805646.35,43750.26
2019-06-03,19897.41,4789899.96,43620.67
2019-06-04,19809.06,4782825.49,43504.94
2019-06-05,19663.0,4776188.51,43372.02
2019-06-06,19633.17,4771873.88,43237.98
2019-06-07,19581.64,4771079.06,43159.34
2019-06-08,19455.34,4790480.32,43037.8
2019-06-09,19423.69,4796136.22,43004.87
2019-06-10,19468.86,4795366.11,42915.71
2019-06-11,19493.69,4809144.29,42899.35
2019-06-12,19411.27,4844426.54,42835.16
2019-06-13,19366.92,4841394.15,42726.46
2019-06-14,19185.88,4843739.16,42507.1
2019-06-15,19079.44,4832746.41,42357.31
2019-06-16,18997.27,4830551.53,42214.25
2019-06-17,18907.25,4833328.92,42049.32
2019-06-18,18873.02,4839365.34,41839.96
