date,1,2,3,4,5,6,7,8,9,10
2017-07-08,0,0,0,294,0,0,0,0,0,0
2017-07-09,0,0,0,275,0,0,0,0,0,0
2017-07-10,0,0,0,301,0,0,0,0,0,0
2017-07-11,0,0,0,285,0,0,0,0,0,0
2017-07-12,0,0,0,285,0,0,0,0,0,0
2017-07-13,0,0,0,316,0,0,0,0,0,0
2017-07-14,0,0,0,253,0,0,0,0,0,0
2017-07-15,0,0,0,284,0,0,0,0,0,0
2017-07-16,0,0,0,309,0,0,0,0,0,0
2017-07-17,0,0,0,287,0,0,0,0,0,0
2017-07-18,0,0,0,296,0,0,0,0,0,0
2017-07-19,0,0,0,277,0,0,0,0,0,0
2017-07-20,0,0,0,272,0,0,0,0,0,0
2017-07-21,0,0,0,307,0,0,0,0,0,0
2017-07-22,0,0,0,283,0,0,0,0,0,0
2017-07-23,0,0,0,300,0,0,0,0,0,0
2017-07-24,0,0,0,297,0,0,0,0,0,0
2017-07-25,0,0,0,280,0,0,0,0,0,0
2017-07-26,0,0,0,297,0,0,0,0,0,0
2017-07-27,0,0,0,282,0,0,0,0,0,0
2017-07-28,0,0,0,291,0,0,0,0,0,0
2017-07-29,0,0,0,260,0,0,0,0,0,0
2017-07-30,0,0,0,307,0,0,0,0,0,0
2017-07-31,0,0,0,291,0,0,0,0,0,0
2017-08-01,0,0,0,270,0,0,0,0,0,0
2017-08-02,0,0,0,313,0,0,0,0,0,0
2017-08-03,0,0,0,278,0,0,0,0,0,0
2017-08-04,0,0,0,290,0,0,0,0,0,0
2017-08-05,0,0,0,306,0,0,0,0,0,0
2017-08-06,0,0,0,253,0,0,0,0,0,0
2017-08-07,0,0,0,300,0,0,0,0,0,0
2017-08-08,0,0,0,292,0,0,0,0,0,0
2017-08-09,0,0,0,314,0,0,0,0,0,0
2017-08-10,0,0,0,278,0,0,0,0,0,0
2017-08-11,0,0,0,281,0,0,0,0,0,0
2017-08-12,0,0,0,277,0,0,0,0,0,0
2017-08-13,0,0,0,285,0,0,0,0,0,0
2017-08-14,0,0,0,306,0,0,0,0,0,0
2017-08-15,0,0,0,283,0,0,0,0,0,0
2017-08-16,0,0,0,314,0,0,0,0,0,0
2017-08-17,0,0,0,248,0,0,0,0,0,0
2017-08-18,0,0,0,300,0,0,0,0,0,0
2017-08-19,0,0,0,291,0,0,0,0,0,0
2017-08-20,0,0,0,309,0,0,0,0,0,0
2017-08-21,0,0,0,259,0,0,0,0,0,0
2017-08-22,0,0,0,275,0,0,0,0,0,0
2017-08-23,0,0,0,324,0,0,0,0,0,0
2017-08-24,0,0,0,305,0,0,0,0,0,0
2017-08-25,0,0,0,255,0,0,0,0,0,0
2017-08-26,0,0,0,264,0,0,0,0,0,0
2017-08-27,0,0,0,327,0,0,0,0,0,0
2017-08-28,0,0,0,287,0,0,0,0,0,0
2017-08-29,0,0,0,321,0,0,0,0,0,0
2017-08-30,0,0,0,249,0,0,0,0,0,0
2017-08-31,0,0,0,301,0,0,0,0,0,0
2017-09-01,0,0,0,317,0,0,0,0,0,0
2017-09-02,0,0,0,260,0,0,0,0,0,0
2017-09-03,0,0,0,303,0,0,0,0,0,0
2017-09-04,0,0,0,300,0,0,0,0,0,0
2017-09-05,0,0,0,302,0,0,0,0,0,0
2017-09-06,0,0,0,243,0,0,0,0,0,0
2017-09-07,0,0,0,324,0,0,0,0,0,0
2017-09-08,0,0,0,268,0,0,0,0,0,0
2017-09-09,0,0,0,270,0,0,0,0,0,0
2017-09-10,0,0,0,294,0,0,0,0,0,0
2017-09-11,0,0,0,290,0,0,0,0,0,0
2017-09-12,0,0,0,309,0,0,0,0,0,0
2017-09-13,0,0,0,277,0,0,0,0,0,0
2017-09-14,0,0,0,280,0,0,0,0,0,0
2017-09-15,0,0,0,320,0,0,0,0,0,0
2017-09-16,0,0,0,272,0,0,0,0,0,0
2017-09-17,0,0,0,279,0,0,0,0,0,0
2017-09-18,0,0,0,273,0,0,0,0,0,0
2017-09-19,0,0,0,297,0,0,0,0,0,0
2017-09-20,0,0,0,314,0,0,0,0,0,0
2017-09-21,0,0,0,282,0,0,0,0,0,0
2017-09-22,0,0,0,256,0,0,0,0,0,0
2017-09-23,0,0,0,291,0,0,0,0,0,0
2017-09-24,0,0,0,219,109,0,0,0,0,0
2017-09-25,0,0,0,149,125,0,0,0,0,0
2017-09-26,0,0,0,165,127,0,0,0,0,0
2017-09-27,0,0,0,37,231,0,0,0,0,0
2017-09-28,0,0,0,3,296,0,0,0,0,0
2017-09-29,0,0,0,2,312,0,0,0,0,0
2017-09-30,0,0,0,0,248,0,0,0,0,0
2017-10-01,0,0,0,0,324,0,0,0,0,0
2017-10-02,0,0,0,0,278,0,0,0,0,0
2017-10-03,0,0,0,0,277,0,0,0,0,0
2017-10-04,0,0,0,0,300,0,0,0,0,0
2017-10-05,0,0,0,0,275,0,0,0,0,0
2017-10-06,0,0,0,0,306,0,0,0,0,0
2017-10-07,0,0,0,0,304,0,0,0,0,0
2017-10-08,0,0,0,0,268,0,0,0,0,0
2017-10-09,0,0,0,0,270,0,0,0,0,0
2017-10-10,0,0,0,0,292,0,0,0,0,0
2017-10-11,0,0,0,0,284,0,0,0,0,0
2017-10-12,0,0,0,0,312,0,0,0,0,0
2017-10-13,0,0,0,0,278,0,0,0,0,0
2017-10-14,0,0,0,0,283,0,0,0,0,0
2017-10-15,0,0,0,0,275,0,0,0,0,0
2017-10-16,0,0,0,0,293,0,0,0,0,0
2017-10-17,0,0,0,0,317,0,0,0,0,0
2017-10-18,0,0,0,0,284,0,0,0,0,0
2017-10-19,0,0,0,0,264,0,0,0,0,0
2017-10-20,0,0,0,0,306,0,0,0,0,0
2017-10-21,0,0,0,0,295,0,0,0,0,0
2017-10-22,0,0,0,0,283,0,0,0,0,0
2017-10-23,0,0,0,0,296,0,0,0,0,0
2017-10-24,0,0,0,0,280,0,0,0,0,0
2017-10-25,0,0,0,0,261,0,0,0,0,0
2017-10-26,0,0,0,0,305,0,0,0,0,0
2017-10-27,0,0,0,0,292,0,0,0,0,0
2017-10-28,0,0,0,0,306,0,0,0,0,0
2017-10-29,0,0,0,0,255,0,0,0,0,0
2017-10-30,0,0,0,0,275,0,0,0,0,0
2017-10-31,0,0,0,0,320,0,0,0,0,0
2017-11-01,0,0,0,0,289,0,0,0,0,0
2017-11-02,0,0,0,0,283,0,0,0,0,0
2017-11-03,0,0,0,0,246,0,0,0,0,0
2017-11-04,0,0,0,0,319,0,0,0,0,0
2017-11-05,0,0,0,0,281,0,0,0,0,0
2017-11-06,0,0,0,0,305,0,0,0,0,0
2017-11-07,0,0,0,0,280,0,0,0,0,0
2017-11-08,0,0,0,0,271,0,0,0,0,0
2017-11-09,0,0,0,0,307,0,0,0,0,0
2017-11-10,0,0,0,0,311,0,0,0,0,0
2017-11-11,0,0,0,0,242,0,0,0,0,0
2017-11-12,0,0,0,0,270,0,0,0,0,0
2017-11-13,0,0,0,0,314,0,0,0,0,0
2017-11-14,0,0,0,0,288,0,0,0,0,0
2017-11-15,0,0,0,0,285,0,0,0,0,0
2017-11-16,0,0,0,0,306,0,0,0,0,0
2017-11-17,0,0,0,0,300,0,0,0,0,0
2017-11-18,0,0,0,0,242,0,0,0,0,0
2017-11-19,0,0,0,0,293,0,0,0,0,0
2017-11-20,0,0,0,0,318,0,0,0,0,0
2017-11-21,0,0,0,0,261,0,0,0,0,0
2017-11-22,0,0,0,0,312,0,0,0,0,0
2017-11-23,0,0,0,0,283,0,0,0,0,0
2017-11-24,0,0,0,0,296,0,0,0,0,0
2017-11-25,0,0,0,0,280,0,0,0,0,0
2017-11-26,0,0,0,0,301,0,0,0,0,0
2017-11-27,0,0,0,0,280,0,0,0,0,0
2017-11-28,0,0,0,0,289,0,0,0,0,0
2017-11-29,0,0,0,0,287,0,0,0,0,0
2017-11-30,0,0,0,0,288,0,0,0,0,0
2017-12-01,0,0,0,0,303,0,0,0,0,0
2017-12-02,0,0,0,0,275,0,0,0,0,0
2017-12-03,0,0,0,0,262,0,0,0,0,0
2017-12-04,0,0,0,0,312,0,0,0,0,0
2017-12-05,0,0,0,0,289,0,0,0,0,0
2017-12-06,0,0,0,0,271,0,0,0,0,0
2017-12-07,0,0,0,0,283,0,0,0,0,0
2017-12-08,0,0,0,0,279,0,0,0,0,0
2017-12-09,0,0,0,0,286,0,0,0,0,0
2017-12-10,0,0,0,0,297,0,0,0,0,0
2017-12-11,0,0,0,0,289,0,0,0,0,0
2017-12-12,0,0,0,0,296,0,0,0,0,0
2017-12-13,0,0,0,0,336,0,0,0,0,0
2017-12-14,0,0,0,0,241,0,0,0,0,0
2017-12-15,0,0,0,0,288,0,0,0,0,0
2017-12-16,0,0,0,0,304,0,0,0,0,0
2017-12-17,0,0,0,0,301,0,0,0,0,0
2017-12-18,0,0,0,0,235,0,0,0,0,0
2017-12-19,0,0,0,0,344,0,0,0,0,0
2017-12-20,0,0,0,0,279,0,0,0,0,0
2017-12-21,0,0,0,0,254,0,0,0,0,0
2017-12-22,0,0,0,0,306,0,0,0,0,0
2017-12-23,0,0,0,0,285,0,0,0,0,0
2017-12-24,0,0,0,0,313,0,0,0,0,0
2017-12-25,0,0,0,0,272,0,0,0,0,0
2017-12-26,0,0,0,0,291,0,0,0,0,0
2017-12-27,0,0,0,0,267,0,0,0,0,0
2017-12-28,0,0,0,0,295,0,0,0,0,0
2017-12-29,0,0,0,0,308,0,0,0,0,0
2017-12-30,0,0,0,0,279,0,0,0,0,0
2017-12-31,0,0,0,0,280,0,0,0,0,0
2018-01-01,0,0,0,0,281,0,0,0,0,0
2018-01-02,0,0,0,0,305,0,0,0,0,0
2018-01-03,0,0,0,0,308,0,0,0,0,0
2018-01-04,0,0,0,0,277,0,0,0,0,0
2018-01-05,0,0,0,0,290,0,0,0,0,0
2018-01-06,0,0,0,0,277,0,0,0,0,0
2018-01-07,0,0,0,0,305,0,0,0,0,0
2018-01-08,0,0,0,0,275,0,0,0,0,0
2018-01-09,0,0,0,0,267,0,0,0,0,0
2018-01-10,0,0,0,0,334,0,0,0,0,0
2018-01-11,0,0,0,0,260,0,0,0,0,0
2018-01-12,0,0,0,0,259,0,0,0,0,0
2018-01-13,0,0,0,0,338,0,0,0,0,0
2018-01-14,0,0,0,0,276,0,0,0,0,0
2018-01-15,0,0,0,0,314,0,0,0,0,0
2018-01-16,0,0,0,0,235,0,0,0,0,0
2018-01-17,0,0,0,0,303,0,0,0,0,0
2018-01-18,0,0,0,0,308,0,0,0,0,0
2018-01-19,0,0,0,0,299,0,0,0,0,0
2018-01-20,0,0,0,0,303,0,0,0,0,0
2018-01-21,0,0,0,0,296,0,0,0,0,0
2018-01-22,0,0,0,0,277,0,0,0,0,0
2018-01-23,0,0,0,0,290,0,0,0,0,0
2018-01-24,0,0,0,0,318,0,0,0,0,0
2018-01-25,0,0,0,0,290,0,0,0,0,0
2018-01-26,0,0,0,0,254,0,0,0,0,0
2018-01-27,0,0,0,0,341,0,0,0,0,0
2018-01-28,0,0,0,0,274,0,0,0,0,0
2018-01-29,0,0,0,0,270,0,0,0,0,0
2018-01-30,0,0,0,0,314,0,0,0,0,0
2018-01-31,0,0,0,0,308,0,0,0,0,0
2018-02-01,0,0,0,0,287,0,0,0,0,0
2018-02-02,0,0,0,0,296,0,0,0,0,0
2018-02-03,0,0,0,0,301,0,0,0,0,0
2018-02-04,0,0,0,0,297,0,0,0,0,0
2018-02-05,0,0,0,0,258,0,0,0,0,0
2018-02-06,0,0,0,0,304,0,0,0,0,0
2018-02-07,0,0,0,0,313,0,0,0,0,0
2018-02-08,0,0,0,0,278,0,0,0,0,0
2018-02-09,0,0,0,0,271,0,0,0,0,0
2018-02-10,0,0,0,0,320,0,0,0,0,0
2018-02-11,0,0,0,0,283,0,0,0,0,0
2018-02-12,0,0,0,0,268,0,0,0,0,0
2018-02-13,0,0,0,0,303,0,0,0,0,0
2018-02-14,0,0,0,0,307,0,0,0,0,0
2018-02-15,0,0,0,0,279,0,0,0,0,0
2018-02-16,0,0,0,0,280,0,0,0,0,0
2018-02-17,0,0,0,0,288,0,0,0,0,0
2018-02-18,0,0,0,0,288,0,0,0,0,0
2018-02-19,0,0,0,0,294,0,0,0,0,0
2018-02-20,0,0,0,0,266,0,0,0,0,0
2018-02-21,0,0,0,0,296,0,0,0,0,0
2018-02-22,0,0,0,0,312,0,0,0,0,0
2018-02-23,0,0,0,0,278,0,0,0,0,0
2018-02-24,0,0,0,0,282,0,0,0,0,0
2018-02-25,0,0,0,0,278,0,0,0,0,0
2018-02-26,0,0,0,0,283,0,0,0,0,0
2018-02-27,0,0,0,0,319,0,0,0,0,0
2018-02-28,0,0,0,0,276,0,0,0,0,0
2018-03-01,0,0,0,0,275,0,0,0,0,0
2018-03-02,0,0,0,0,306,0,0,0,0,0
2018-03-03,0,0,0,0,281,0,0,0,0,0
2018-03-04,0,0,0,0,276,0,0,0,0,0
2018-03-05,0,0,0,0,281,0,0,0,0,0
2018-03-06,0,0,0,0,303,0,0,0,0,0
2018-03-07,0,0,0,0,277,0,0,0,0,0
2018-03-08,0,0,0,0,296,0,0,0,0,0
2018-03-09,0,0,0,0,271,0,0,0,0,0
2018-03-10,0,0,0,0,311,0,0,0,0,0
2018-03-11,0,0,0,0,283,0,0,0,0,0
2018-03-12,0,0,0,0,351,0,0,0,0,0
2018-03-13,0,0,0,0,305,0,0,0,0,0
2018-03-14,0,0,0,0,251,0,0,0,0,0
2018-03-15,0,0,0,0,301,0,0,0,0,0
2018-03-16,0,0,0,0,297,0,0,0,0,0
2018-03-17,0,0,0,0,288,0,0,0,0,0
2018-03-18,0,0,0,0,284,0,0,0,0,0
2018-03-19,0,0,0,0,281,0,0,0,0,0
2018-03-20,0,0,0,0,284,0,0,0,0,0
2018-03-21,0,0,0,0,291,0,0,0,0,0
2018-03-22,0,0,0,0,302,0,0,0,0,0
2018-03-23,0,0,0,0,268,0,0,0,0,0
2018-03-24,0,0,0,0,286,0,0,0,0,0
2018-03-25,0,0,0,0,286,0,0,0,0,0
2018-03-26,0,0,0,0,306,0,0,0,0,0
2018-03-27,0,0,0,0,289,0,0,0,0,0
2018-03-28,0,0,0,0,271,0,0,0,0,0
2018-03-29,0,0,0,0,278,0,0,0,0,0
2018-03-30,0,0,0,0,316,0,0,0,0,0
2018-03-31,0,0,0,0,308,0,0,0,0,0
2018-04-01,0,0,0,0,251,0,0,0,0,0
2018-04-02,0,0,0,0,297,0,0,0,0,0
2018-04-03,0,0,0,0,301,0,0,0,0,0
2018-04-04,0,0,0,0,298,0,0,0,0,0
2018-04-05,0,0,0,0,307,0,0,0,0,0
2018-04-06,0,0,0,0,227,0,0,0,0,0
2018-04-07,0,0,0,0,321,0,0,0,0,0
2018-04-08,0,0,0,0,313,0,0,0,0,0
2018-04-09,0,0,0,0,284,0,0,0,0,0
2018-04-10,0,0,0,0,246,0,0,0,0,0
2018-04-11,0,0,0,0,338,0,0,0,0,0
2018-04-12,0,0,0,0,261,0,0,0,0,0
2018-04-13,0,0,0,0,314,0,0,0,0,0
2018-04-14,0,0,0,0,292,0,0,0,0,0
2018-04-15,0,0,0,0,281,0,0,0,0,0
2018-04-16,0,0,0,0,254,0,0,0,0,0
2018-04-17,0,0,0,0,331,0,0,0,0,0
2018-04-18,0,0,0,0,230,0,0,0,0,0
2018-04-19,0,0,0,0,282,0,0,0,0,0
2018-04-20,0,0,0,0,318,0,0,0,0,0
2018-04-21,0,0,0,0,302,0,0,0,0,0
2018-04-22,0,0,0,0,297,0,0,0,0,0
2018-04-23,0,0,0,0,267,0,0,0,0,0
2018-04-24,0,0,0,0,295,0,0,0,0,0
2018-04-25,0,0,0,0,314,0,0,0,0,0
2018-04-26,0,0,0,0,249,0,0,0,0,0
2018-04-27,0,0,0,0,337,0,0,0,0,0
2018-04-28,0,0,0,0,288,0,0,0,0,0
2018-04-29,0,0,0,0,293,0,0,0,0,0
2018-04-30,0,0,0,0,265,0,0,0,0,0
2018-05-01,0,0,0,0,299,0,0,0,0,0
2018-05-02,0,0,0,0,296,0,0,0,0,0
2018-05-03,0,0,0,0,303,0,0,0,0,0
2018-05-04,0,0,0,0,269,0,0,0,0,0
2018-05-05,0,0,0,0,316,0,0,0,0,0
2018-05-06,0,0,0,0,285,0,0,0,0,0
2018-05-07,0,0,0,0,305,0,0,0,0,0
2018-05-08,0,0,0,0,275,0,0,0,0,0
2018-05-09,0,0,0,0,292,0,0,0,0,0
2018-05-10,0,0,0,0,331,0,0,0,0,0
2018-05-11,0,0,0,0,285,0,0,0,0,0
2018-05-12,0,0,0,0,269,0,0,0,0,0
2018-05-13,0,0,0,0,300,0,0,0,0,0
2018-05-14,0,0,0,0,301,0,0,0,0,0
2018-05-15,0,0,0,0,288,0,0,0,0,0
2018-05-16,0,0,0,0,301,0,0,0,0,0
2018-05-17,0,0,0,0,306,0,0,0,0,0
2018-05-18,0,0,0,0,291,0,0,0,0,0
2018-05-19,0,0,0,0,289,0,0,0,0,0
2018-05-20,0,0,0,0,289,0,0,0,0,0
2018-05-21,0,0,0,0,278,0,0,0,0,0
2018-05-22,0,0,0,0,270,0,0,0,0,0
2018-05-23,0,0,0,0,332,0,0,0,0,0
2018-05-24,0,0,0,0,300,0,0,0,0,0
2018-05-25,0,0,0,0,302,0,0,0,0,0
2018-05-26,0,0,0,0,286,0,0,0,0,0
2018-05-27,0,0,0,0,290,0,0,0,0,0
2018-05-28,0,0,0,0,310,0,0,0,0,0
2018-05-29,0,0,0,0,296,0,0,0,0,0
2018-05-30,0,0,0,0,278,0,0,0,0,0
2018-05-31,0,0,0,0,294,0,0,0,0,0
2018-06-01,0,0,0,0,298,0,0,0,0,0
2018-06-02,0,0,0,0,325,0,0,0,0,0
2018-06-03,0,0,0,0,278,0,0,0,0,0
2018-06-04,0,0,0,0,294,0,0,0,0,0
2018-06-05,0,0,0,0,263,0,0,0,0,0
2018-06-06,0,0,0,0,305,0,0,0,0,0
2018-06-07,0,0,0,0,289,0,0,0,0,0
2018-06-08,0,0,0,0,316,0,0,0,0,0
2018-06-09,0,0,0,0,290,0,0,0,0,0
2018-06-10,0,0,0,0,276,0,0,0,0,0
2018-06-11,0,0,0,0,287,0,0,0,0,0
2018-06-12,0,0,0,0,315,0,0,0,0,0
2018-06-13,0,0,0,0,283,0,0,0,0,0
2018-06-14,0,0,0,0,285,0,0,0,0,0
2018-06-15,0,0,0,0,290,0,0,0,0,0
2018-06-16,0,0,0,0,298,0,0,0,0,0
2018-06-17,0,0,0,0,320,0,0,0,0,0
2018-06-18,0,0,0,0,235,0,0,0,0,0
2018-06-19,0,0,0,0,315,0,0,0,0,0
2018-06-20,0,0,0,0,290,0,0,0,0,0
2018-06-21,0,0,0,0,282,0,0,0,0,0
2018-06-22,0,0,0,0,326,0,0,0,0,0
2018-06-23,0,0,0,0,279,0,0,0,0,0
2018-06-24,0,0,0,0,258,0,0,0,0,0
2018-06-25,0,0,0,0,299,0,0,0,0,0
2018-06-26,0,0,0,0,303,0,0,0,0,0
2018-06-27,0,0,0,0,322,0,0,0,0,0
2018-06-28,0,0,0,0,259,0,0,0,0,0
2018-06-29,0,0,0,0,318,0,0,0,0,0
2018-06-30,0,0,0,0,259,0,0,0,0,0
2018-07-01,0,0,0,0,283,0,0,0,0,0
2018-07-02,0,0,0,0,304,0,0,0,0,0
2018-07-03,0,0,0,0,275,0,0,0,0,0
2018-07-04,0,0,0,0,315,0,0,0,0,0
2018-07-05,0,0,0,0,281,0,0,0,0,0
2018-07-06,0,0,0,0,285,0,0,0,0,0
2018-07-07,0,0,0,0,303,0,0,0,0,0
2018-07-08,0,0,0,0,255,0,0,0,0,0
2018-07-09,0,0,0,0,308,0,0,0,0,0
2018-07-10,0,0,0,0,283,0,0,0,0,0
2018-07-11,0,0,0,0,285,0,0,0,0,0
2018-07-12,0,0,0,0,293,0,0,0,0,0
2018-07-13,0,0,0,0,297,0,0,0,0,0
2018-07-14,0,0,0,0,303,0,0,0,0,0
2018-07-15,0,0,0,0,287,0,0,0,0,0
2018-07-16,0,0,0,0,267,0,0,0,0,0
2018-07-17,0,0,0,0,309,0,0,0,0,0
2018-07-18,0,0,0,0,272,0,0,0,0,0
2018-07-19,0,0,0,0,296,0,0,0,0,0
2018-07-20,0,0,0,0,304,0,0,0,0,0
2018-07-21,0,0,0,0,265,0,0,0,0,0
2018-07-22,0,0,0,0,282,0,0,0,0,0
2018-07-23,0,0,0,0,324,0,0,0,0,0
2018-07-24,0,0,0,0,255,0,0,0,0,0
2018-07-25,0,0,0,0,285,0,0,0,0,0
2018-07-26,0,0,0,0,309,0,0,0,0,0
2018-07-27,0,0,0,0,298,0,0,0,0,0
2018-07-28,0,0,0,0,289,0,0,0,0,0
2018-07-29,0,0,0,0,268,0,0,0,0,0
2018-07-30,0,0,0,0,265,0,0,0,0,0
2018-07-31,0,0,0,0,319,0,0,0,0,0
2018-08-01,0,0,0,0,288,0,0,0,0,0
2018-08-02,0,0,0,0,284,0,0,0,0,0
2018-08-03,0,0,0,0,310,0,0,0,0,0
2018-08-04,0,0,0,0,290,0,0,0,0,0
2018-08-05,0,0,0,0,276,0,0,0,0,0
2018-08-06,0,0,0,0,286,0,0,0,0,0
2018-08-07,0,0,0,0,311,0,0,0,0,0
2018-08-08,0,0,0,0,258,0,0,0,0,0
2018-08-09,0,0,0,0,306,0,0,0,0,0
2018-08-10,0,0,0,0,304,0,0,0,0,0
2018-08-11,0,0,0,0,251,0,0,0,0,0
2018-08-12,0,0,0,0,276,0,0,0,0,0
2018-08-13,0,0,0,0,308,0,0,0,0,0
2018-08-14,0,0,0,0,303,0,0,0,0,0
2018-08-15,0,0,0,0,280,0,0,0,0,0
2018-08-16,0,0,0,0,265,0,0,0,0,0
2018-08-17,0,0,0,0,322,0,0,0,0,0
2018-08-18,0,0,0,0,312,0,0,0,0,0
2018-08-19,0,0,0,0,266,0,0,0,0,0
2018-08-20,0,0,0,0,301,0,0,0,0,0
2018-08-21,0,0,0,0,272,0,0,0,0,0
2018-08-22,0,0,0,0,281,0,0,0,0,0
2018-08-23,0,0,0,0,317,0,0,0,0,0
2018-08-24,0,0,0,0,288,0,0,0,0,0
2018-08-25,0,0,0,0,262,0,0,0,0,0
2018-08-26,0,0,0,0,302,0,0,0,0,0
2018-08-27,0,0,0,0,290,0,0,0,0,0
2018-08-28,0,0,0,0,282,0,0,0,0,0
2018-08-29,0,0,0,0,298,0,0,0,0,0
2018-08-30,0,0,0,0,289,0,0,0,0,0
2018-08-31,0,0,0,0,301,0,0,0,0,0
2018-09-01,0,0,0,0,281,0,0,0,0,0
2018-09-02,0,0,0,0,273,0,0,0,0,0
2018-09-03,0,0,0,0,294,0,0,0,0,0
2018-09-04,0,0,0,0,313,0,0,0,0,0
2018-09-05,0,0,0,0,254,0,0,0,0,0
2018-09-06,0,0,0,0,294,0,0,0,0,0
2018-09-07,0,0,0,0,294,0,0,0,0,0
2018-09-08,0,0,0,0,283,0,0,0,0,0
2018-09-09,0,0,0,0,290,0,0,0,0,0
2018-09-10,0,0,0,0,278,0,0,0,0,0
2018-09-11,0,0,0,0,311,0,0,0,0,0
2018-09-12,0,0,0,0,269,0,0,0,0,0
2018-09-13,0,0,0,0,300,0,0,0,0,0
2018-09-14,0,0,0,0,295,0,0,0,0,0
2018-09-15,0,0,0,0,278,0,0,0,0,0
2018-09-16,0,0,0,0,285,0,0,0,0,0
2018-09-17,0,0,0,0,309,0,0,0,0,0
2018-09-18,0,0,0,0,258,0,0,0,0,0
2018-09-19,0,0,0,0,292,0,0,0,0,0
2018-09-20,0,0,0,0,294,0,0,0,0,0
2018-09-21,0,0,0,0,265,0,0,0,0,0
2018-09-22,0,0,0,0,309,0,0,0,0,0
2018-09-23,0,0,0,0,287,0,0,0,0,0
2018-09-24,0,0,0,0,293,0,0,0,0,0
2018-09-25,0,0,0,0,275,0,0,0,0,0
2018-09-26,0,0,0,0,318,0,0,0,0,0
2018-09-27,0,0,0,0,268,0,0,0,0,0
2018-09-28,0,0,0,0,326,0,0,0,0,0
2018-09-29,0,0,0,0,276,0,0,0,0,0
2018-09-30,0,0,0,0,245,0,0,0,0,0
2018-10-01,0,0,0,0,310,0,0,0,0,0
2018-10-02,0,0,0,0,301,0,0,0,0,0
2018-10-03,0,0,0,0,302,0,0,0,0,0
2018-10-04,0,0,0,0,288,0,0,0,0,0
2018-10-05,0,0,0,0,283,0,0,0,0,0
2018-10-06,0,0,0,0,306,0,0,0,0,0
2018-10-07,0,0,0,0,265,0,0,0,0,0
2018-10-08,0,0,0,0,303,0,0,0,0,0
2018-10-09,0,0,0,0,284,0,0,0,0,0
2018-10-10,0,0,0,0,296,0,0,0,0,0
2018-10-11,0,0,0,0,296,0,0,0,0,0
2018-10-12,0,0,0,0,296,0,0,0,0,0
2018-10-13,0,0,0,0,283,0,0,0,0,0
2018-10-14,0,0,0,0,309,0,0,0,0,0
2018-10-15,0,0,0,0,282,0,0,0,0,0
2018-10-16,0,0,0,0,277,0,0,0,0,0
2018-10-17,0,0,0,0,306,0,0,0,0,0
2018-10-18,0,0,0,0,313,0,0,0,0,0
2018-10-19,0,0,0,0,257,0,0,0,0,0
2018-10-20,0,0,0,0,281,0,0,0,0,0
2018-10-21,0,0,0,0,310,0,0,0,0,0
2018-10-22,0,0,0,0,282,0,0,0,0,0
2018-10-23,0,0,0,0,277,0,0,0,0,0
2018-10-24,0,0,0,0,298,0,0,0,0,0
2018-10-25,0,0,0,0,304,0,0,0,0,0
2018-10-26,0,0,0,0,284,0,0,0,0,0
2018-10-27,0,0,0,0,279,0,0,0,0,0
2018-10-28,0,0,0,0,296,0,0,0,0,0
2018-10-29,0,0,0,0,281,0,0,0,0,0
2018-10-30,0,0,0,0,297,0,0,0,0,0
2018-10-31,0,0,0,0,290,0,0,0,0,0
2018-11-01,0,0,0,0,269,0,0,0,0,0
2018-11-02,0,0,0,0,297,0,0,0,0,0
2018-11-03,0,0,0,0,310,0,0,0,0,0
2018-11-04,0,0,0,0,267,0,0,0,0,0
2018-11-05,0,0,0,0,273,0,0,0,0,0
2018-11-06,0,0,0,0,289,0,0,0,0,0
2018-11-07,0,0,0,0,330,0,0,0,0,0
2018-11-08,0,0,0,0,288,0,0,0,0,0
2018-11-09,0,0,0,0,245,0,0,0,0,0
2018-11-10,0,0,0,0,269,0,0,0,0,0
2018-11-11,0,0,0,0,330,0,0,0,0,0
2018-11-12,0,0,0,0,275,0,0,0,0,0
2018-11-13,0,0,0,0,296,0,0,0,0,0
2018-11-14,0,0,0,0,283,0,0,0,0,0
2018-11-15,0,0,0,0,290,0,0,0,0,0
2018-11-16,0,0,0,0,323,0,0,0,0,0
2018-11-17,0,0,0,0,257,0,0,0,0,0
2018-11-18,0,0,0,0,310,0,0,0,0,0
2018-11-19,0,0,0,0,256,0,0,0,0,0
2018-11-20,0,0,0,0,309,0,0,0,0,0
2018-11-21,0,0,0,0,277,0,0,0,0,0
2018-11-22,0,0,0,0,277,0,0,0,0,0
2018-11-23,0,0,0,0,280,0,0,0,0,0
2018-11-24,0,0,0,0,285,0,0,0,0,0
2018-11-25,0,0,0,0,305,0,0,0,0,0
2018-11-26,0,0,0,0,296,0,0,0,0,0
2018-11-27,0,0,0,0,237,0,0,0,0,0
2018-11-28,0,0,0,0,286,0,0,0,0,0
2018-11-29,0,0,0,0,327,0,0,0,0,0
2018-11-30,0,0,0,0,305,0,0,0,0,0
2018-12-01,0,0,0,0,276,0,0,0,0,0
2018-12-02,0,0,0,0,298,0,0,0,0,0
2018-12-03,0,0,0,0,264,0,0,0,0,0
2018-12-04,0,0,0,0,275,0,0,0,0,0
2018-12-05,0,0,0,0,299,0,0,0,0,0
2018-12-06,0,0,0,0,299,0,0,0,0,0
