date,SRV,poolval,CapRealUSD
2020-12-17,151518620.03,6659157.38,278242318.99
2020-12-18,153825913.77,6642969.75,283468421.98
2020-12-19,156442757.99,6610148.94,288075094.77
2020-12-20,158371355.64,6587610.66,291164635.42
2020-12-21,161509429.7,6582038.0,294045258.6
2020-12-22,163931507.48,6565674.51,297383371.49
2020-12-23,165961741.5,6584352.35,299433287.28
2020-12-24,169040737.96,6573944.68,303183511.6
2020-12-25,171642417.3,6588900.75,306571457.61
2020-12-26,175864055.06,6597897.89,310660786.39
2020-12-27,178977902.58,6616224.37,315118643.94
2020-12-28,182815990.26,6621027.28,319866121.5
2020-12-29,185556104.01,6617520.71,322378754.63
2020-12-30,189064926.12,6637196.55,326718248.42
2020-12-31,192492916.46,6648673.35,331292444.45
2021-01-01,195656149.1,6641717.19,334512502.17
2021-01-02,199794523.72,6651490.68,341442038.2
2021-01-03,203579057.98,6655030.87,349401976.35
2021-01-04,206624431.65,6644144.28,354657280.02
2021-01-05,208970010.01,6614996.47,359517189.3
2021-01-06,214288190.2,6584380.84,369757784.46
2021-01-07,221960614.23,6561598.41,383490717.98
2021-01-08,234409528.45,6578533.4,398519988.27
2021-01-09,240817685.5,6614896.18,406932790.87
2021-01-10,247904631.7,6636845.17,411786715.67
2021-01-11,253084089.42,6690989.08,416592419.74
2021-01-12,259852917.49,6688807.71,417047512.5
2021-01-13,266274617.96,6747959.11,423867791.36
2021-01-14,273348244.25,6800012.13,431090101.64
2021-01-15,279694394.75,6829816.09,436907683.64
2021-01-16,286336608.13,6878263.77,441288374.18
2021-01-17,290838249.73,6908012.09,445790116.75
2021-01-18,293406816.37,6931870.4,458581721.54
2021-01-19,295465474.54,6908456.92,463593471.45
2021-01-20,295622231.05,6887617.11,469656558.02
2021-01-21,294011379.32,6833668.75,469520391.17
2021-01-22,293260473.06,6764973.59,472376038.78
2021-01-23,295496616.57,6700917.68,473683275.93
2021-01-24,303861221.37,6667420.51,474858042.76
2021-01-25,318112375.0,6701522.21,483187674.59
2021-01-26,321462636.89,6916333.53,487374467.74
2021-01-27,325089522.34,7000348.12,495479497.49
2021-01-28,330273370.37,6981681.12,500196235.47
2021-01-29,342982400.22,6994694.53,513650972.23
2021-01-30,344002549.52,7062998.52,517336031.77
2021-01-31,344404814.57,7092595.42,523724001.34
2021-02-01,344978742.36,7026822.72,529238620.63
2021-02-02,343671504.1,6963058.03,535541552.6
2021-02-03,345684780.65,6873487.31,549240848.98
2021-02-04,352299068.2,6784453.48,560258075.53
2021-02-05,364148700.74,6750854.1,571294438.81
2021-02-06,391925282.85,6811408.37,594598185.09
2021-02-07,404750778.36,6903992.39,614281154.77
2021-02-08,415843129.28,7085293.46,639248866.51
2021-02-09,428985566.73,7099895.4,653507832.1
2021-02-10,444489017.26,7135099.15,670652455.61
2021-02-11,458671180.18,7173687.8,688259808.66
2021-02-12,468179443.3,7191507.25,702219331.12
2021-02-13,477935795.94,7180954.39,721353738.29
2021-02-14,487459624.84,7150181.7,735649855.68
2021-02-15,491659780.1,7125866.49,751405323.48
2021-02-16,495729927.46,7073395.07,783909340.72
2021-02-17,519110628.08,6966762.43,819970643.2
2021-02-18,543612567.54,6947029.26,843171673.69
2021-02-19,585383798.48,6956698.01,870404835.13
2021-02-20,607402734.32,7106898.77,899774266.23
2021-02-21,628305527.48,7176367.39,940338748.38
2021-02-22,654525350.22,7191917.99,961054024.22
2021-02-23,675683972.44,7221012.84,969912184.33
2021-02-24,688322432.77,7259330.05,986880038.8
2021-02-25,704033380.71,7287222.37,997335664.38
2021-02-26,709643176.68,7282619.82,995614075.36
2021-02-27,722515926.99,7255547.96,1012538024.2
2021-02-28,736038091.04,7266113.18,1025749861.74
2021-03-01,752026753.65,7281267.21,1049714436.85
2021-03-02,760949044.59,7308652.67,1059446336.57
2021-03-03,770617301.46,7309648.34,1104588322.76
2021-03-04,781071451.99,7286942.06,1117627289.52
2021-03-05,786240277.45,7254564.59,1130140931.25
2021-03-06,793461020.0,7252789.27,1145495693.55
2021-03-07,798078654.0,7198479.55,1161888960.6
2021-03-08,813692516.05,7153021.74,1175503966.43
2021-03-09,833531602.54,7123662.4,1201070599.31
2021-03-10,863655702.92,7181852.04,1224992016.85
2021-03-11,884882754.66,7245588.05,1247800638.13
2021-03-12,902006111.38,7293162.99,1269046466.45
2021-03-13,931515958.66,7329666.15,1297560032.31
2021-03-14,957912850.95,7360403.7,1316888491.24
2021-03-15,966148332.34,7440468.11,1322896863.03
2021-03-16,973386000.55,7443824.65,1334860331.26
2021-03-17,981400975.0,7420889.76,1345352829.91
2021-03-18,985949403.13,7403196.5,1355063897.57
2021-03-19,992736167.83,7379705.94,1364250052.56
2021-03-20,1000780563.23,7357015.01,1378150115.37
2021-03-21,1004968248.56,7336221.34,1387841202.93
2021-03-22,1010310877.54,7307766.95,1387738888.77
2021-03-23,1014383758.91,7286592.92,1394237290.32
2021-03-24,1024683697.39,7278705.78,1393701979.26
2021-03-25,1025412682.75,7286614.89,1397899050.39
2021-03-26,1039884436.54,7301013.86,1410397617.82
2021-03-27,1043465528.19,7328501.99,1423883185.78
2021-03-28,1048567171.16,7332667.58,1434452576.28
2021-03-29,1065242708.27,7315030.78,1450264161.05
2021-03-30,1075169162.65,7327290.11,1469343106.86
2021-03-31,1088460982.99,7344845.68,1483062789.41
2021-04-01,1105114614.47,7357118.59,1497301844.39
2021-04-02,1116936951.57,7384188.32,1510487225.29
2021-04-03,1124865885.22,7397812.56,1518521722.49
2021-04-04,1126447601.28,7394487.75,1533233638.56
2021-04-05,1138272444.64,7362874.69,1551405657.27
2021-04-06,1134398882.83,7344828.36,1564815333.45
2021-04-07,1140713038.22,7304079.72,1575650526.33
2021-04-08,1134929701.64,7264008.34,1589922159.34
2021-04-09,1154163150.7,7200211.52,1602362230.2
2021-04-10,1192326689.92,7168691.55,1617627933.49
2021-04-11,1221653538.88,7310382.64,1633278569.4
2021-04-12,1237351564.84,7422623.78,1643733914.66
2021-04-13,1251160319.35,7461975.84,1661860456.73
2021-04-14,1250320566.62,7491705.93,1679141409.51
2021-04-15,1251110330.13,7460121.21,1693753494.16
2021-04-16,1253508380.3,7401412.51,1735746591.85
2021-04-17,1252046454.53,7345478.33,1753422149.86
2021-04-18,1249855815.17,7258628.25,1770219480.84
2021-04-19,1299932869.31,7164550.26,1780530294.08
2021-04-20,1345758014.97,7144294.2,1790265920.19
2021-04-21,1360373124.77,7404407.19,1797650117.37
2021-04-22,1361236329.67,7503945.69,1800162282.65
2021-04-23,1362260372.8,7468142.95,1799181378.05
2021-04-24,1366560326.0,7474031.43,1798051856.02
2021-04-25,1370099332.24,7468202.68,1801089447.79
2021-04-26,1378413803.08,7471019.12,1820600963.18
2021-04-27,1377931648.34,7473940.1,1836529541.22
2021-04-28,1387417566.85,7444786.8,1843541340.33
2021-04-29,1390539685.88,7426137.4,1854208053.7
2021-04-30,1404139963.17,7419712.22,1863217223.91
2021-05-01,1414449228.68,7417796.87,1874346011.36
2021-05-02,1416106107.79,7438709.61,1879358299.28
2021-05-03,1428956114.04,7420679.37,1886505104.5
2021-05-04,1429457998.07,7443367.28,1882317373.33
2021-05-05,1435644163.77,7456507.82,1891366758.79
2021-05-06,1447107296.1,7443154.84,1894355156.42
2021-05-07,1448563572.98,7488365.1,1901563367.47
2021-05-08,1448057067.61,7491382.19,1911505198.51
2021-05-09,1461759463.14,7447720.4,1930547763.78
2021-05-10,1465515888.74,7467208.53,1936229373.93
2021-05-11,1471986685.8,7468274.53,1950620654.71
2021-05-12,1492666041.75,7439655.09,1949347788.41
2021-05-13,1491979046.2,7474498.2,1949467701.68
2021-05-14,1496856556.74,7513439.2,1955635188.54
2021-05-15,1495970010.78,7518226.67,1942679701.78
2021-05-16,1491582555.47,7522855.9,1938400543.35
2021-05-17,1484126200.45,7514265.88,1927746436.23
2021-05-18,1488588291.16,7489452.87,1927342303.44
2021-05-19,1475323278.19,7510568.3,1881053701.67
2021-05-20,1469110366.45,7545229.91,1876767513.7
2021-05-21,1449599760.06,7554251.78,1853867578.71
2021-05-22,1423647081.62,7554700.24,1834623667.19
2021-05-23,1400693535.26,7473198.04,1795210103.22
2021-05-24,1385658397.38,7443126.33,1791371391.97
2021-05-25,1387387094.56,7431875.2,1799975837.15
2021-05-26,1389257105.84,7493477.35,1795006914.27
2021-05-27,1380682830.27,7576359.25,1792397520.46
2021-05-28,1378022732.15,7576978.52,1782607974.22
2021-05-29,1370723404.57,7599992.16,1772299318.68
2021-05-30,1353012327.08,7613064.65,1775379681.73
2021-05-31,1360803071.29,7542229.0,1787688312.01
2021-06-01,1358287730.47,7557382.21,1786485730.82
2021-06-02,1358371515.62,7573710.55,1785512996.48
2021-06-03,1350031755.02,7580596.45,1783142273.53
2021-06-04,1335205171.68,7559074.17,1769262568.77
2021-06-05,1325848356.5,7526186.52,1759384442.68
2021-06-06,1315472080.88,7479996.71,1754158675.15
2021-06-07,1303510346.9,7474336.88,1739363136.49
2021-06-08,1299074490.08,7449536.46,1724827748.01
2021-06-09,1301379595.72,7446440.93,1723152891.32
2021-06-10,1296706946.02,7495422.31,1711740039.42
2021-06-11,1284216625.25,7536978.6,1705036499.28
2021-06-12,1274682749.26,7484867.06,1694403280.08
2021-06-13,1268203037.03,7498576.82,1690550059.21
2021-06-14,1261479727.37,7485758.12,1685479808.1
2021-06-15,1254552195.53,7480242.2,1682586027.22
2021-06-16,1244073224.71,7468452.89,1671531521.5
2021-06-17,1235473247.64,7444037.72,1660275381.82
2021-06-18,1235145529.54,7426498.71,1641424053.06
2021-06-19,1243514530.75,7466303.17,1636759429.31
2021-06-20,1239054826.43,7558467.41,1627430375.57
2021-06-21,1218918605.8,7666853.07,1605118111.55
2021-06-22,1198191455.33,7606865.94,1590595091.04
2021-06-23,1181989751.59,7532911.68,1583908793.79
2021-06-24,1163712280.88,7460231.51,1569901093.45
2021-06-25,1152387850.98,7381376.65,1560448646.77
2021-06-26,1167285260.96,7348081.81,1549834558.23
2021-06-27,1171765544.5,7487198.79,1550684648.55
2021-06-28,1161602364.09,7706302.3,1552038180.42
2021-06-29,1154080753.02,7685919.66,1561271627.9
2021-06-30,1147796504.2,7634598.97,1562584801.94
2021-07-01,1137573256.4,7581878.26,1556288480.95
2021-07-02,1141341521.76,7546187.16,1558065893.17
2021-07-03,1159578125.43,7535517.18,1565014987.06
2021-07-04,1155997015.67,7677602.54,1561039365.24
2021-07-05,1166069532.25,7642165.24,1559730573.53
2021-07-06,1169485123.66,7708653.87,1560230769.67
2021-07-07,1168015305.11,7738444.57,1557661839.62
2021-07-08,1160685573.1,7763991.43,1546173687.51
2021-07-09,1145212450.81,7752784.3,1545460823.14
2021-07-10,1156871362.14,7676681.17,1545394978.33
2021-07-11,1156181495.24,7720671.65,1543867444.07
2021-07-12,1147157269.17,7757030.56,1537520012.2
2021-07-13,1137788876.0,7749040.25,1529458223.74
2021-07-14,1137564869.97,7723291.09,1516992434.03
2021-07-15,1130818215.68,7730272.3,1506556188.87
2021-07-16,1127814840.73,7769028.92,1499695235.67
2021-07-17,1122139721.29,7770097.86,1495976299.8
2021-07-18,1111550711.14,7803856.42,1487599207.98
2021-07-19,1100956026.73,7777329.66,1468574055.18
2021-07-20,1091666141.24,7761975.16,1455643149.34
2021-07-21,1088521256.95,7757259.95,1457113165.75
2021-07-22,1094337108.06,7765911.56,1457468414.72
2021-07-23,1090547070.26,7854531.3,1456826189.55
2021-07-24,1083537948.29,7868417.53,1461919403.82
2021-07-25,1081581608.92,7846453.43,1464250784.98
2021-07-26,1077775177.16,7825182.01,1464365787.28
2021-07-27,1069881857.96,7788611.42,1468934478.38
2021-07-28,1061084592.03,7733200.43,1474208672.61
2021-07-29,1050912771.41,7648279.45,1482266737.44
2021-07-30,1045196085.98,7553353.44,1495000008.49
2021-07-31,1035702937.6,7472836.11,1508725204.63
2021-08-01,1036709715.61,7387444.22,1513499027.47
2021-08-02,1029823847.09,7333631.8,1509716157.91
2021-08-03,1031584559.54,7294258.0,1504450282.61
2021-08-04,1033869790.51,7308475.63,1506549210.08
2021-08-05,1037472738.19,7335940.69,1510994995.82
2021-08-06,1033511980.9,7352867.83,1515039562.57
2021-08-07,1025535755.84,7347660.7,1520555913.84
2021-08-08,1030910243.29,7269527.12,1530393615.13
2021-08-09,1046634860.52,7249222.17,1544770686.16
2021-08-10,1063769555.91,7284929.41,1555949105.74
2021-08-11,1085594144.16,7354900.96,1560754788.23
2021-08-12,1111860406.91,7449234.43,1570502452.31
2021-08-13,1124025049.45,7610115.18,1593485996.65
2021-08-14,1132186942.5,7688440.53,1606374246.92
2021-08-15,1142615842.33,7648931.94,1618537314.96
2021-08-16,1139372959.94,7651430.99,1628628346.58
2021-08-17,1131048063.19,7604363.96,1631432100.56
2021-08-18,1123605810.47,7521300.23,1634496663.48
2021-08-19,1115060329.96,7435699.78,1641160344.45
2021-08-20,1112705678.0,7355079.44,1656280458.77
2021-08-21,1119511220.81,7286472.51,1670254070.34
2021-08-22,1179412082.36,7246443.88,1683212085.94
2021-08-23,1268699911.0,7392733.61,1695616191.29
2021-08-24,1293310949.35,7779158.32,1696170507.13
2021-08-25,1301834788.31,8083793.54,1708798295.32
2021-08-26,1309407416.73,8113065.29,1714793656.46
2021-08-27,1307336126.61,8114671.61,1722856025.68
2021-08-28,1294918120.1,8100158.0,1726276922.2
2021-08-29,1283341973.04,8013060.05,1737160438.12
2021-08-30,1271915566.82,7901184.41,1739099506.1
2021-08-31,1265225059.17,7805469.16,1746722327.27
2021-09-01,1311611726.85,7740179.01,1759737152.77
2021-09-02,1348443265.67,7827617.86,1767992963.01
2021-09-03,1358640303.69,8081829.14,1774823782.36
2021-09-04,1361731929.0,8104574.33,1776201620.7
2021-09-05,1366880046.27,8119111.33,1782406655.38
2021-09-06,1372606726.43,8115743.3,1787652854.42
2021-09-07,1368554010.39,8115080.3,1776563828.55
2021-09-08,1363640142.44,8114023.79,1770409800.57
2021-09-09,1360966145.93,8111543.87,1761702249.38
2021-09-10,1356484674.98,8109970.75,1752826854.42
2021-09-11,1349534998.36,8120479.46,1748851968.72
2021-09-12,1349333392.23,8113427.94,1745501011.83
2021-09-13,1344125202.8,8117369.82,1737250150.96
2021-09-14,1338651298.43,8132347.34,1736563687.09
2021-09-15,1338753910.88,8135805.42,1733606245.56
2021-09-16,1334686832.8,8154124.13,1730596064.4
2021-09-17,1331579544.79,8151593.15,1728596425.52
2021-09-18,1324768686.34,8149676.14,1724133141.97
2021-09-19,1317818500.84,8140711.88,1718453190.06
2021-09-20,1309100531.07,8124284.25,1702737247.13
2021-09-21,1296405508.59,8124187.21,1676329964.26
2021-09-22,1284749452.65,8120876.75,1668713842.31
2021-09-23,1276603314.2,8118132.29,1661245842.97
2021-09-24,1264004113.01,8115855.7,1649558760.32
2021-09-25,1254607000.8,8106003.53,1640384983.87
2021-09-26,1247794364.01,8092253.33,1632013490.4
2021-09-27,1238508543.75,8093100.0,1618111967.7
2021-09-28,1221666762.71,8107980.82,1596387049.35
2021-09-29,1210633582.84,8110462.07,1582081011.96
2021-09-30,1203596355.43,8117598.73,1575314047.98
2021-10-01,1193647282.79,8137328.75,1565823694.39
2021-10-02,1185734948.39,8138474.34,1560683704.15
2021-10-03,1180942930.88,8127610.79,1556644438.61
2021-10-04,1180239283.84,8130215.53,1556778516.07
2021-10-05,1170850699.34,8147132.35,1557611511.51
2021-10-06,1175533593.13,8086357.37,1557293651.95
2021-10-07,1176493075.77,8141042.94,1553931038.21
2021-10-08,1172810309.31,8194436.29,1551692777.17
2021-10-09,1169901010.41,8200148.43,1553256710.2
2021-10-10,1161938306.59,8186190.74,1555871872.44
2021-10-11,1163439850.95,8128335.94,1553592649.77
2021-10-12,1162323150.46,8126131.82,1549201546.57
2021-10-13,1154762704.51,8145957.61,1545737001.85
2021-10-14,1154254449.41,8145386.19,1540372180.36
2021-10-15,1152796134.79,8147050.02,1535215081.11
2021-10-16,1148125301.39,8170891.9,1529150114.14
2021-10-17,1144140512.43,8183055.15,1524551161.16
2021-10-18,1139046695.74,8184104.23,1520086861.58
2021-10-19,1138180117.78,8184604.74,1520289862.96
2021-10-20,1133265544.82,8193036.94,1519910683.66
2021-10-21,1130453314.95,8189920.77,1517107957.94
2021-10-22,1127401058.8,8188556.44,1514745029.89
2021-10-23,1126000968.32,8190779.43,1519563279.4
2021-10-24,1122980496.66,8178674.42,1515012421.94
2021-10-25,1118716621.79,8172757.27,1514475049.27
2021-10-26,1108568552.57,8157108.5,1509943480.09
2021-10-27,1089644214.31,8137253.86,1501777426.36
2021-10-28,1066174783.76,8017741.58,1493461497.24
2021-10-29,1045475200.71,7870943.34,1491399906.68
2021-10-30,1046475793.06,7741590.01,1488398603.86
2021-10-31,1049943925.9,7696774.24,1482922580.77
2021-11-01,1047461164.16,7767584.1,1477066589.77
2021-11-02,1045505483.03,7797692.5,1471767338.0
2021-11-03,1047876069.82,7817525.23,1466248385.57
2021-11-04,1055807979.07,7864886.79,1457906933.99
2021-11-05,1055713892.44,8000246.57,1448526309.5
2021-11-06,1059773600.31,8050849.45,1445028094.23
2021-11-07,1059980142.3,8118145.85,1441354795.61
2021-11-08,1056096719.77,8180878.43,1436670365.53
2021-11-09,1049049343.15,8192088.56,1431983268.54
2021-11-10,1025919976.03,8177452.42,1423840884.58
2021-11-11,996685206.06,8078891.3,1421155772.07
2021-11-12,964987454.04,7842708.21,1421029052.87
2021-11-13,965926068.03,7590908.47,1421964264.22
2021-11-14,970112133.67,7488279.58,1424294410.4
2021-11-15,976831785.43,7548392.41,1421542455.92
2021-11-16,1000401003.24,7584554.3,1414244459.22
2021-11-17,993067585.69,7857188.68,1411671076.76
2021-11-18,1007503497.99,7844938.12,1406604251.22
2021-11-19,1005188631.23,7964997.88,1400688799.36
2021-11-20,1008425332.38,8041398.28,1399643769.86
2021-11-21,1012455481.99,8075155.66,1399374455.16
2021-11-22,1011141427.25,8129000.55,1395334865.92
2021-11-23,1008675919.08,8158208.92,1393680678.03
2021-11-24,1005416311.16,8165446.04,1389965650.01
2021-11-25,1001471070.69,8157363.02,1388007033.24
2021-11-26,996995364.73,8151933.51,1376676148.86
2021-11-27,990496552.73,8148979.38,1375010188.48
2021-11-28,980343514.08,8146310.12,1373772273.93
2021-11-29,966045997.8,8079456.12,1370870235.91
2021-11-30,988040872.91,7993243.91,1365872053.63
2021-12-01,1009612793.34,8179626.23,1364896479.87
2021-12-02,1007862205.33,8347158.57,1362263707.13
2021-12-03,1001415346.64,8419091.26,1361089445.1
2021-12-04,991372410.91,8386968.13,1343059704.47
2021-12-05,991710367.66,8344253.84,1342472161.6
2021-12-06,988364241.18,8392769.28,1338342534.38
2021-12-07,982119131.94,8403238.06,1331671999.71
2021-12-08,977464947.68,8397675.15,1323189951.65
2021-12-09,968546607.19,8408339.15,1310064174.04
2021-12-10,960423902.98,8410300.28,1298975888.3
2021-12-11,951721413.04,8423996.43,1291179586.16
2021-12-12,939089266.44,8412798.65,1278711873.92
2021-12-13,927845896.62,8363816.35,1254131853.81
2021-12-14,913470016.35,8429027.32,1236433503.97
2021-12-15,906109778.03,8416868.34,1224373673.84
2021-12-16,895588696.03,8467041.89,1214726217.33
2021-12-17,882464286.04,8500379.53,1200867447.91
2021-12-18,866463580.73,8454518.68,1191143814.2
2021-12-19,867678531.83,8382617.16,1197122023.86
2021-12-20,865672505.29,8392281.65,1182202290.43
2021-12-21,857404260.42,8476178.88,1173920129.0
2021-12-22,850200840.24,8519711.05,1163454307.61
2021-12-23,848976325.34,8520879.76,1161006201.77
2021-12-24,844035742.85,8544047.85,1155329022.73
2021-12-25,832550507.9,8587657.38,1153089657.34
2021-12-26,829673438.54,8517250.34,1150230718.63
2021-12-27,830308340.88,8490181.31,1146005816.13
2021-12-28,824219845.98,8545904.13,1138645846.8
2021-12-29,816824558.63,8549381.59,1130457738.82
2021-12-30,810742039.15,8536402.57,1125844777.27
2021-12-31,801568731.25,8529437.52,1119400627.95
2022-01-01,795939127.13,8486666.19,1116368035.33
2022-01-02,793160554.62,8482912.44,1111951388.42
2022-01-03,791607469.19,8481089.1,1106297465.31
2022-01-04,786359154.09,8510675.37,1081953382.67
2022-01-05,782129950.75,8514820.78,1074709023.88
2022-01-06,772708176.48,8561628.59,1065867472.1
2022-01-07,762703340.15,8565423.97,1054973583.75
2022-01-08,758846516.56,8499694.46,1044108985.69
2022-01-09,750549369.44,8584502.83,1034122603.11
2022-01-10,738880997.67,8608352.18,1023562119.59
2022-01-11,732348959.72,8589744.04,1017443167.02
2022-01-12,726541116.53,8554707.41,1013267020.01
2022-01-13,719849036.43,8561639.47,1001950640.8
2022-01-14,717914353.46,8570386.77,1006733898.46
2022-01-15,716832178.36,8576600.74,1002950596.37
2022-01-16,712113161.43,8603050.77,999104332.0
2022-01-17,703388173.65,8594312.0,995928239.07
2022-01-18,697146338.34,8549583.75,992113161.74
2022-01-19,695485320.78,8461278.91,990437476.46
2022-01-20,689024562.83,8468905.55,985969479.73
2022-01-21,684707914.76,8420595.04,971562686.59
2022-01-22,681392878.13,8495951.29,963619830.63
2022-01-23,680447215.99,8528187.53,957272380.75
2022-01-24,675369550.32,8618732.59,949053701.59
2022-01-25,670676789.32,8667453.01,943167180.92
2022-01-26,666859175.3,8687255.62,941101855.51
2022-01-27,661985787.8,8691087.97,937000213.77
2022-01-28,654686354.35,8688479.36,933767349.39
2022-01-29,646970802.77,8598939.17,931583864.14
2022-01-30,641623097.54,8572654.31,928007746.63
2022-01-31,647252672.73,8522250.99,929068240.29
2022-02-01,646409206.53,8605173.17,925960565.79
2022-02-02,643878821.07,8656974.56,923862048.42
2022-02-03,641058906.83,8656862.08,921922544.33
2022-02-04,638188042.06,8652304.74,921321299.88
2022-02-05,637893693.63,8637257.41,923214353.6
2022-02-06,638334425.07,8619860.25,922913913.7
2022-02-07,638732644.21,8641265.67,924840567.05
2022-02-08,639333090.51,8635984.19,924330641.88
2022-02-09,641204048.17,8646644.43,925122133.75
2022-02-10,640866930.03,8662314.38,924490185.85
2022-02-11,641114147.08,8700003.95,
2022-02-12,637011323.48,8708992.26,921385509.17
2022-02-13,635644277.51,8692795.64,918988434.67
2022-02-14,635789880.55,8684352.28,920622136.55
2022-02-15,637196909.85,8680866.31,
2022-02-16,633116513.82,8689353.62,920345347.73
2022-02-17,626221675.63,8665008.46,916082960.77
2022-02-18,622431240.56,8596435.43,910745013.59
2022-02-19,621743384.25,8572501.61,907513973.81
2022-02-20,619214837.71,8588658.53,902298617.07
2022-02-21,615673152.53,8616776.27,893843423.96
2022-02-22,614523124.85,8649962.35,890391990.28
2022-02-23,609657771.79,8690382.26,886186074.35
2022-02-24,606936005.0,8715864.97,881597591.3
2022-02-25,603342940.6,8716040.88,879687121.0
2022-02-26,598634798.77,8709889.81,877887616.89
2022-02-27,595941912.54,8694006.87,873468546.23
2022-02-28,596059909.92,8678854.63,874731462.32
2022-03-01,594709990.54,8701008.43,875104106.09
2022-03-02,593994426.59,8692111.31,875358893.24
2022-03-03,590480853.38,8694651.13,871961944.54
2022-03-04,586169260.75,8677249.52,869610522.12
2022-03-05,577772799.51,8644305.16,866135224.63
2022-03-06,573453539.65,8564149.2,861088010.32
2022-03-07,574336663.57,8541050.81,856534380.56
2022-03-08,571359383.51,8579384.46,855135538.45
2022-03-09,566019633.99,8588498.67,856342391.52
2022-03-10,563069790.46,8581940.65,853139608.56
2022-03-11,561865756.94,8556764.49,850206200.75
2022-03-12,560463406.43,8571381.34,848373274.74
2022-03-13,554974244.3,8607518.07,844174027.11
2022-03-14,547739141.7,8592280.72,841554242.86
2022-03-15,539858109.03,8539308.9,837981307.97
2022-03-16,537901914.95,8443805.36,840549889.37
2022-03-17,540032986.62,8403000.49,838769514.66
2022-03-18,542538813.84,8409597.63,837643413.58
2022-03-19,545031927.54,8552156.45,836327516.74
2022-03-20,548418301.5,8612404.98,836427482.89
2022-03-21,546759181.14,8707951.75,836275541.92
2022-03-22,543601844.45,8721036.16,836515154.53
2022-03-23,540820331.33,8693717.64,837233753.38
2022-03-24,542323769.95,8622288.09,837048347.67
2022-03-25,544086533.11,8632074.47,838172705.91
2022-03-26,546978631.24,8674144.17,839568660.17
2022-03-27,547207262.43,8682784.92,842969813.22
2022-03-28,548216705.58,8683875.5,844862411.8
2022-03-29,550408081.13,8671402.91,847822851.15
2022-03-30,549334228.76,8669001.75,849381192.34
2022-03-31,547881758.43,8661254.28,849372770.42
2022-04-01,551405452.9,8597023.19,851004116.41
2022-04-02,557292411.21,8621182.91,853008086.07
2022-04-03,562451276.43,8683574.45,855716381.93
2022-04-04,565605706.52,8746149.55,856323860.34
2022-04-05,564204780.99,8793157.7,856470147.22
2022-04-06,564824608.52,8776651.53,854253553.73
2022-04-07,563251186.37,8800059.93,854043655.83
2022-04-08,561846490.87,8794673.61,852149797.45
2022-04-09,561618664.56,8787141.26,851946245.86
2022-04-10,559927669.58,8795745.0,851436800.23
2022-04-11,557496941.94,8782823.44,847435689.95
2022-04-12,555268070.68,8774695.77,846441103.13
2022-04-13,554728756.86,8762095.56,845835631.58
2022-04-14,554413229.22,8760394.14,842212348.34
2022-04-15,554726161.09,8783084.3,841723507.95
2022-04-16,554246370.55,8820289.76,840952847.18
2022-04-17,554262606.33,8832061.03,842735057.41
2022-04-18,555290165.09,8830146.27,845260245.72
2022-04-19,555959538.46,8821896.58,847944103.53
2022-04-20,556542655.7,8814842.87,848263951.77
2022-04-21,558370201.57,8814254.06,853408035.68
2022-04-22,558705346.39,8801896.98,853557645.43
2022-04-23,558592032.28,8790772.86,854075871.19
2022-04-24,557210433.08,8773250.06,854907121.28
2022-04-25,563855544.78,8712190.0,855379911.09
2022-04-26,565619394.06,8800189.29,853516292.82
2022-04-27,565270144.22,8869684.62,852649450.28
2022-04-28,564701593.68,8885390.13,852382480.06
2022-04-29,563497174.19,8881104.8,850567709.81
2022-04-30,560541151.03,8879739.93,848284793.35
2022-05-01,558462256.1,8866193.93,848158129.02
2022-05-02,559025768.47,8845574.88,846443706.61
2022-05-03,557061150.71,8857603.57,844418536.12
2022-05-04,556566937.25,8863082.64,845282988.02
2022-05-05,553914454.29,8862419.3,840220157.81
2022-05-06,551173094.52,8856280.53,837559007.35
2022-05-07,548099777.85,8847251.89,834122116.47
2022-05-08,546025458.23,8840465.75,829598189.61
2022-05-09,545445712.38,8818677.87,821332924.0
2022-05-10,541431937.41,8878024.94,807801762.79
2022-05-11,533032156.28,8921431.83,793712768.03
2022-05-12,510869713.89,8932837.11,775560416.12
2022-05-13,506766160.43,8933546.68,765804597.91
2022-05-14,500111617.13,8958186.35,758577959.11
2022-05-15,494801006.4,9000173.17,756225211.89
2022-05-16,489703626.99,8990751.94,751444647.75
2022-05-17,486004315.95,8978073.19,747168842.86
2022-05-18,480927988.18,8991086.31,741403900.64
2022-05-19,476362740.57,8998954.09,737736765.64
2022-05-20,473062842.98,8997049.86,733330431.29
2022-05-21,467831109.34,8994269.97,728377961.85
2022-05-22,464651937.99,8994632.11,724862093.76
2022-05-23,461795369.32,8999677.4,714479036.91
2022-05-24,457549506.09,9030584.99,710265571.9
2022-05-25,452207826.5,9035944.09,704117089.62
2022-05-26,448931279.98,9029820.35,700215801.14
2022-05-27,444228753.13,9036748.08,695184847.83
2022-05-28,440866104.12,9037176.99,690142014.68
2022-05-29,436490510.78,9044537.27,686110970.93
2022-05-30,434122598.39,9051478.11,684147506.56
2022-05-31,431557238.24,9067547.26,680764553.47
2022-06-01,428116193.33,9077699.39,676150015.11
2022-06-02,425034695.61,9082136.31,673346210.87
2022-06-03,421776409.66,9084026.98,669207909.76
2022-06-04,417289778.67,9100030.71,665743304.71
2022-06-05,413506171.13,9081560.04,662284042.59
