date,first_block,last_block,block_count,networkhashps
2022-09-13,693744,693978,235,84052831398075434
2022-09-14,693979,694278,300,90805900175755434
2022-09-15,694279,694558,280,82284571223263479
2022-09-16,694559,694857,299,87990582169981643
2022-09-17,694858,695118,261,75700900649854361
2022-09-18,695119,695434,316,86795735479434721
2022-09-19,695435,695731,297,87948169947954643
2022-09-20,695732,695998,267,87705907797874335
2022-09-21,695999,696273,275,84008221969025590
2022-09-22,696274,696572,299,81078133064632450
2022-09-23,696573,696892,320,92849801116175565
2022-09-24,696893,697156,264,88144305450785660
2022-09-25,697157,697423,267,83345884062156015
2022-09-26,697424,697737,314,91066203204830022
2022-09-27,697738,698011,274,84834988959518468
2022-09-28,698012,698285,274,77776473502864840
2022-09-29,698286,698581,296,76499337569856566
2022-09-30,698582,698907,326,91009350326804535
2022-10-01,698908,699125,218,71001285300721845
2022-10-02,699126,699435,310,80571076041779611
2022-10-03,699436,699770,335,95435539105639404
2022-10-04,699771,699982,212,65816683769850023
2022-10-05,699983,700289,307,78773386967964451
2022-10-06,700290,700604,315,84604388109306798
2022-10-07,700605,700896,292,91227977142645207
2022-10-08,700897,701160,264,80183412000206173
2022-10-09,701161,701478,318,90059751218775574
2022-10-10,701479,701751,273,86803420090050291
2022-10-11,701752,702002,251,75961090466940659
2022-10-12,702003,702324,322,85438671756058374
2022-10-13,702325,702603,279,80738716378209808
2022-10-14,702604,702899,296,87886883681812726
2022-10-15,702900,703194,295,89022929876688157
2022-10-16,703195,703491,297,92019593491261273
2022-10-17,703492,703773,282,90000378078618738
2022-10-18,703774,704062,289,92674933193533940
2022-10-19,704063,704327,265,86166785214138976
2022-10-20,704328,704606,279,79798523336899280
2022-10-21,704607,704910,304,81278259697620898
2022-10-22,704911,705196,286,79329087068071077
2022-10-23,705197,705476,280,83556478296266920
2022-10-24,705477,705781,305,90603727675208840
2022-10-25,705782,706038,257,74642739751086873
2022-10-26,706039,706329,291,80420494435945538
2022-10-27,706330,706665,336,97914692220042057
2022-10-28,706666,706928,263,89127203794442980
2022-10-29,706929,707195,267,81873526544002572
2022-10-30,707196,707514,319,92046783293696708
2022-10-31,707515,707810,296,98051691120909571
2022-11-01,707811,708068,258,87171158212044519
2022-11-02,708069,708365,297,88046788817421324
2022-11-03,708366,708663,298,91083107415178628
2022-11-04,708664,708958,295,93637100945164114
2022-11-05,708959,709209,251,79378141772018778
2022-11-06,709210,709505,296,87346394539326117
2022-11-07,709506,709754,249,70942318612418352
2022-11-08,709755,710068,314,76609434917953208
2022-11-09,710069,710337,269,69127522428816254
2022-11-10,710338,710553,216,50579628396859380
2022-11-11,710554,710839,286,50101203219401337
2022-11-12,710840,711184,345,59556293542630937
2022-11-13,711185,711470,286,58718621781102902
2022-11-14,711471,711762,292,62356463096698618
2022-11-15,711763,712028,266,56820133914254190
2022-11-16,712029,712352,324,66453108222882062
2022-11-17,712353,712653,301,70810094097705539
2022-11-18,712654,712906,253,62826118927243999
2022-11-19,712907,713194,288,62594219146809741
2022-11-20,713195,713503,309,66901210194955170
2022-11-21,713504,713774,271,64794264136925105
2022-11-22,713775,714074,300,72190757912120390
2022-11-23,714075,714339,265,64017324510455840
2022-11-24,714340,714673,334,75908608591409316
2022-11-25,714674,714936,263,65462074388020116
2022-11-26,714937,715229,293,71649316320641285
2022-11-27,715230,715508,279,69065404123863743
2022-11-28,715509,715828,320,78140034513215192
2022-11-29,715829,716065,237,63239556722673562
2022-11-30,716066,716363,298,67206913603566596
2022-12-01,716364,716658,295,67637208039169340
2022-12-02,716659,716941,283,66512767276550558
2022-12-03,716942,717233,292,70672562557717850
2022-12-04,717234,717495,262,62489593706809845
2022-12-05,717496,717795,300,63410495206294546
2022-12-06,717796,718136,341,75804469695805106
2022-12-07,718137,718376,240,63630808288116267
2022-12-08,718377,718626,250,58486687586441541
2022-12-09,718627,718951,325,64588623308805363
2022-12-10,718952,719269,318,74511791074893862
2022-12-11,719270,719552,283,78695678718562093
2022-12-12,719553,719825,273,76765058111259743
2022-12-13,719826,720142,317,85806864183875341
2022-12-14,720143,720431,289,83275501388852463
2022-12-15,720432,720688,257,75132983326532491
2022-12-16,720689,720999,311,85998670250237486
2022-12-17,721000,721272,273,77672097839821774
2022-12-18,721273,721501,229,59292107044217728
2022-12-19,721502,721859,358,79988996681819786
2022-12-20,721860,722162,303,87301009772729381
2022-12-21,722163,722400,238,76571231432868551
2022-12-22,722401,722729,329,90128938139460148
2022-12-23,722730,722995,266,78216262399552691
2022-12-24,722996,723289,294,83745345387981446
2022-12-25,723290,723606,317,89932669019570063
2022-12-26,723607,723853,247,75465125811401399
2022-12-27,723854,724099,246,66052393227401026
2022-12-28,724100,724406,307,71797174699941527
2022-12-29,724407,724690,284,65769135706920920
2022-12-30,724691,725019,329,75409242944907206
2022-12-31,725020,725276,257,67770039624226257
2023-01-01,725277,725580,304,80220123792867409
2023-01-02,725581,725841,261,67595717761638154
2023-01-03,725842,726161,320,79115049482983776
2023-01-04,726162,726440,279,73960975026647951
2023-01-05,726441,726716,276,73535980610958671
2023-01-06,726717,727012,296,73703454895152685
2023-01-07,727013,727304,292,79747254400913172
2023-01-08,727305,727576,272,73056392366145875
2023-01-09,727577,727898,322,84100309668816934
2023-01-10,727899,728190,292,90064986148636588
2023-01-11,728191,728449,259,80779161515773208
2023-01-12,728450,728707,258,70651192563748677
2023-01-13,728708,729071,364,89448668053743539
2023-01-14,729072,729351,280,92311406199124788
2023-01-15,729352,729620,269,90721273974040333
2023-01-16,729621,729841,221,64611368400918459
2023-01-17,729842,730209,368,88481337471472289
2023-01-18,730210,730493,284,90411096721357627
2023-01-19,730494,730728,235,75883523950270103
2023-01-20,730729,731008,280,75994060933335385
2023-01-21,731009,731305,297,73688499174711971
2023-01-22,731306,731649,344,92579570148005372
2023-01-23,731650,731910,261,88452261117197684
2023-01-24,731911,732179,269,83317632158371920
2023-01-25,732180,732471,292,84610528239056278
2023-01-26,732472,732756,285,82773975623902979
2023-01-27,732757,733028,272,75786660061471166
2023-01-28,733029,733325,297,78466463851770506
2023-01-29,733326,733648,323,92121933832765376
2023-01-30,733649,733919,271,84927728200970836
2023-01-31,733920,734175,256,75688599506770562
2023-02-01,734176,734460,285,72814509548874624
2023-02-02,734461,734771,311,77622214236212559
2023-02-03,734772,735055,284,78126263525768866
2023-02-04,735056,735354,299,82686792215188974
2023-02-05,735355,735631,277,78413601772081621
2023-02-06,735632,735909,278,75238029321055195
2023-02-07,735910,736201,292,76740933282786860
2023-02-08,736202,736497,296,78956422438571170
2023-02-09,736498,736784,287,77563959111665843
2023-02-10,736785,737057,273,72825535604003039
2023-02-11,737058,737366,309,78596093832603702
2023-02-12,737367,737633,267,73754338411325265
2023-02-13,737634,737931,298,81117084204459787
2023-02-14,737932,738227,296,77620958747438908
2023-02-15,738228,738507,280,76645584967177440
2023-02-16,738508,738779,272,75000992507394155
2023-02-17,738780,739083,304,81757728532509556
2023-02-18,739084,739364,281,77611063753365907
2023-02-19,739365,739661,297,83426598836543337
2023-02-20,739662,739935,274,79155812310216268
2023-02-21,739936,740224,289,75238958250301890
2023-02-22,740225,740514,290,71911960706157430
2023-02-23,740515,740793,279,71071802653507609
2023-02-24,740794,741109,316,82766281967574775
2023-02-25,741110,741367,258,71857365781204855
2023-02-26,741368,741639,272,67591412115397760
2023-02-27,741640,741950,311,69332573522024354
2023-02-28,741951,742197,247,60160384091665894
2023-03-01,742198,742524,327,70740224856726521
2023-03-02,742525,742812,288,69596874555522502
2023-03-03,742813,743080,268,68960878810476251
2023-03-04,743081,743369,289,67370042462163845
2023-03-05,743370,743666,297,68776906919316855
2023-03-06,743667,743928,262,66347448236881876
2023-03-07,743929,744241,313,74360797939818897
2023-03-08,744242,744527,286,69857592544378466
2023-03-09,744528,744810,283,68988142728824137
2023-03-10,744811,745127,317,77520138435049780
2023-03-11,745128,745375,248,67134961186043641
2023-03-12,745376,745696,321,78691537193675037
2023-03-13,745697,745947,251,63612149212165122
2023-03-14,745948,746255,308,74864152565583608
2023-03-15,746256,746535,280,69936421081866968
2023-03-16,746536,746830,295,72088927805434734
2023-03-17,746831,747115,285,69423682221421301
2023-03-18,747116,747404,289,71043540704350474
2023-03-19,747405,747680,276,64376422760433589
2023-03-20,747681,747992,312,72178814582528567
2023-03-21,747993,748275,283,75459735929025512
2023-03-22,748276,748579,304,83042891209598856
2023-03-23,748580,748856,277,78169605527407240
2023-03-24,748857,749136,280,77612103931338805
2023-03-25,749137,749405,269,68144115962477693
2023-03-26,749406,749723,318,77760171889395891
2023-03-27,749724,750005,282,76580489850711014
2023-03-28,750006,750303,298,80068272045617022
2023-03-29,750304,750580,277,75728176817053415
2023-03-30,750581,750858,278,70745096746436388
2023-03-31,750859,751154,296,73170990444947615
2023-04-01,751155,751487,333,93807532357508762
2023-04-02,751488,751734,247,81605324511547329
2023-04-03,751735,752014,280,85222330017961196
2023-04-04,752015,752319,305,84589887138189593
2023-04-05,752320,752607,288,83730274772881529
2023-04-06,752608,752883,276,77849793620117801
2023-04-07,752884,753161,278,77706879221983769
2023-04-08,753162,753448,287,76115222245162811
2023-04-09,753449,753722,274,70786818938554380
2023-04-10,753723,754039,317,76002125219545917
2023-04-11,754040,754328,289,74840890686057561
2023-04-12,754329,754635,307,84899542002191856
2023-04-13,754636,754921,286,84982297365483855
2023-04-14,754922,755161,240,71687093449601932
2023-04-15,755162,755452,291,74984380166890944
2023-04-16,755453,755780,328,84278568635961136
2023-04-17,755781,756053,273,81273443038903534
2023-04-18,756054,756339,286,82398611042494037
2023-04-19,756340,756611,272,72151070102712066
2023-04-20,756612,756928,317,83812401224496857
2023-04-21,756929,757159,231,68114751480020849
2023-04-22,757160,757456,297,73013020512574559
2023-04-23,757457,757771,315,78118580414288398
2023-04-24,757772,758061,290,77575594335045595
2023-04-25,758062,758326,265,75356082477367072
2023-04-26,758327,758589,263,66267144428914480
2023-04-27,758590,758876,287,61900977327515389
2023-04-28,758877,759186,310,64941622388202320
2023-04-29,759187,759473,287,65657317040528095
2023-04-30,759474,759773,300,76022141541615916
2023-05-01,759774,760051,278,73915576323641914
2023-05-02,760052,760358,307,78162108950665748
2023-05-03,760359,760655,297,82052571589113123
2023-05-04,760656,760952,297,87835526418712979
2023-05-05,760953,761212,260,76929573565915955
2023-05-06,761213,761455,243,65963651310865262
2023-05-07,761456,761784,329,75520828620002030
2023-05-08,761785,762094,310,78559839632393820
2023-05-09,762095,762361,267,74462865756078890
2023-05-10,762362,762634,273,72981633367109443
2023-05-11,762635,762936,302,77714590991048897
2023-05-12,762937,763197,261,67200880817711588
2023-05-13,763198,763501,304,72293320651870906
2023-05-14,763502,763759,258,63393680898379340
2023-05-15,763760,764093,334,76439377309847351
2023-05-16,764094,764393,300,75482223882918600
2023-05-17,764394,764653,260,70294858673552522
2023-05-18,764654,764950,297,75206544856469688
2023-05-19,764951,765241,291,75468304970266083
2023-05-20,765242,765528,287,76776882291565133
2023-05-21,765529,765782,254,66496753460423712
2023-05-22,765783,766066,284,62940634984408273
2023-05-23,766067,766363,297,60760903757772539
2023-05-24,766364,766665,302,66234312978812659
2023-05-25,766666,766925,260,62735541033160089
2023-05-26,766926,767229,304,67623262356042464
2023-05-27,767230,767528,299,70631897779044531
2023-05-28,767529,767807,279,66774096800777682
2023-05-29,767808,768115,308,71608564554519499
2023-05-30,768116,768401,286,72832290338046077
2023-05-31,768402,768657,256,66378651016345563
2023-06-01,768658,768943,286,66354370702726745
2023-06-02,768944,769244,301,66783767628854100
2023-06-03,769245,769524,280,63408048403497706
2023-06-04,769525,769811,287,59222320882883590
2023-06-05,769812,770114,303,63834048236101497
2023-06-06,770115,770407,293,69056080048052067
2023-06-07,770408,770672,265,64347073700675952
2023-06-08,770673,770960,288,62153020099631607
2023-06-09,770961,771255,295,62538922356449009
2023-06-10,771256,771527,272,58037681964554326
2023-06-11,771528,771821,294,59157257724763862
2023-06-12,771822,772118,297,59799198009217227
2023-06-13,772119,772352,234,48193518491068006
2023-06-14,772353,772643,291,49946775934763411
2023-06-15,772644,772934,291,46381690910411880
2023-06-16,772935,773287,353,61657773937253220
2023-06-17,773288,773561,274,63058679840258445
2023-06-18,773562,773801,240,54405223247226852
2023-06-19,773802,774099,298,53940775545394619
2023-06-20,774100,774386,287,52364905557923665
2023-06-21,774387,774673,287,54752912063908848
2023-06-22,774674,774942,269,52038952742826515
2023-06-23,774943,775241,299,54070028407338630
2023-06-24,775242,775538,297,56551995589578428
2023-06-25,775539,775879,341,69205087370163519
2023-06-26,775880,776142,263,64229352413304609
2023-06-27,776143,776386,244,58920376757319982
2023-06-28,776387,776661,275,54850154794924214
2023-06-29,776662,777015,354,65388127623209061
2023-06-30,777016,777286,271,62714240689890647
2023-07-01,777287,777516,230,52045260100823930
2023-07-02,777517,777787,271,49412777589129580
2023-07-03,777788,778133,346,57729403552441490
2023-07-04,778134,778398,265,51295468723096668
2023-07-05,778399,778698,300,56381813027188630
2023-07-06,778699,778967,269,52454331391232206
2023-07-07,778968,779310,343,65912633975454302
2023-07-08,779311,779571,261,60948806269682682
2023-07-09,779572,779863,292,66629660307856081
2023-07-10,779864,780138,275,61061488991512351
2023-07-11,780139,780414,276,57703833804175309
2023-07-12,780415,780713,299,58527060266029697
2023-07-13,780714,781017,304,59288264337136837
2023-07-14,781018,781305,288,61060195255963007
2023-07-15,781306,781604,299,68023540564716600
2023-07-16,781605,781887,283,68263560217813475
2023-07-17,781888,782139,252,58021054147035223
2023-07-18,782140,782432,293,58552362442358734
2023-07-19,782433,782738,306,58889506181039646
2023-07-20,782739,783054,316,69138066374140903
2023-07-21,783055,783308,254,61709502031469799
2023-07-22,783309,783578,270,61609774333589498
2023-07-23,783579,783853,275,57033065190063524
2023-07-24,783854,784161,308,59207878903535946
2023-07-25,784162,784459,298,58636668241009874
2023-07-26,784460,784721,262,52307952650471292
2023-07-27,784722,785016,295,55933795492447451
2023-07-28,785017,785315,299,57839648448292139
2023-07-29,785316,785609,294,59857089733463166
2023-07-30,785610,785884,275,57494144506675978
2023-07-31,785885,786163,279,55313726534793866
2023-08-01,786164,786470,307,58655283172107935
2023-08-02,786471,786739,269,53647662510716481
2023-08-03,786740,787016,277,52616882841639201
2023-08-04,787017,787325,309,58327222270032034
2023-08-05,787326,787586,261,51973615265966986
2023-08-06,787587,787846,260,45041356005518430
2023-08-07,787847,788161,315,49204439819866182
2023-08-08,788162,788413,252,42120272197255700
2023-08-09,788414,788777,364,57476851509942327
2023-08-10,788778,789090,313,64574291384063218
2023-08-11,789091,789350,260,64110813671570926
2023-08-12,789351,789581,231,51727010568915188
2023-08-13,789582,789841,260,43041992659671895
2023-08-14,789842,790163,322,46389796138770541
2023-08-15,790164,790465,302,47327958581229737
2023-08-16,790466,790739,274,46663182886907911
2023-08-17,790740,791018,279,46911818976418624
2023-08-18,791019,791325,307,48413303491052740
2023-08-19,791326,791641,316,56240767100842068
2023-08-20,791642,791926,285,61377491699239520
2023-08-21,791927,792174,248,52597613088557109
2023-08-22,792175,792470,296,54769863455136576
2023-08-23,792471,792767,297,52191102545694432
2023-08-24,792768,793052,285,51973877470532801
2023-08-25,793053,793330,278,51366236864824213
2023-08-26,793331,793633,303,53173559013717496
2023-08-27,793634,793902,269,50513248645169205
2023-08-28,793903,794182,280,48341578185904691
2023-08-29,794183,794368,186,55008866331903583
2023-09-01,794369,794428,60,2680129146
2023-09-02,794429,794581,153,6024598807
2023-09-03,794582,794816,235,5613342656
2023-09-04,794817,795116,300,6713188770
2023-09-05,795117,795462,346,9158697934
2023-09-06,795463,796432,970,202877560924
2023-09-07,796433,797150,718,2236559050225
2023-09-08,797151,797534,384,3147144877843
2023-09-09,797535,797839,305,3303632074924
2023-09-10,797840,798136,297,3420533882298
2023-09-11,798137,798461,325,3998950296531
2023-09-12,798462,798760,299,4312894360538
2023-09-13,798761,799070,310,5071540433338
2023-09-14,799071,799324,254,3902609022957
2023-09-15,799325,799601,277,3732465854710
2023-09-16,799602,799933,332,4850098186310
2023-09-17,799934,800268,335,6440896197078
2023-09-18,800269,800535,267,5179783858593
2023-09-19,800536,800838,303,5673756692804
2023-09-20,800839,801124,286,5588666361389
2023-09-21,801125,801424,300,6128939484065
2023-09-22,801425,801707,283,6153147373165
2023-09-23,801708,801986,279,5629908309852
2023-09-24,801987,802254,268,5000884004718
2023-09-25,802255,802537,283,5006814255864
2023-09-26,802538,802830,293,5044570922966
2023-09-27,802831,803128,298,5495198915930
2023-09-28,803129,803457,329,6987097070269
2023-09-29,803458,803749,292,6594126331010
2023-09-30,803750,804093,344,9269327119978
2023-10-01,804094,804368,275,8242785808532
2023-10-02,804369,804688,320,9784598474989
2023-10-03,804689,805006,318,11821988754924
2023-10-04,805007,805328,322,13718818091559
2023-10-05,805329,805601,273,12394751449479
2023-10-06,805602,805856,255,9754822474673
2023-10-07,805857,806146,290,10124437095621
2023-10-08,806147,806414,268,9136483808088
2023-10-09,806415,806712,298,9834680086386
2023-10-10,806713,806963,251,8188853835290
2023-10-11,806964,807246,283,8055925404931
2023-10-12,807247,807545,299,8670658065885
2023-10-13,807546,807840,295,8575501861206
2023-10-14,807841,808143,303,9717923581365
2023-10-15,808144,808440,297,10195038283967
2023-10-16,808441,808747,307,11292069633388
2023-10-17,808748,809025,278,10318891772094
2023-10-18,809026,809305,280,9990366401458
2023-10-19,809306,809602,297,10305675385458
2023-10-20,809603,809880,278,10075762297430
2023-10-21,809881,810161,281,9624160861037
2023-10-22,810162,810421,260,8250066288785
2023-10-23,810422,810667,246,6441512456859
2023-10-24,810668,810979,312,7827739988783
2023-10-25,810980,811290,311,8991770827872
2023-10-26,811291,811592,302,9440873403695
2023-10-27,811593,811901,309,10636085570743
2023-10-28,811902,812201,300,10766398963824
2023-10-29,812202,812491,290,11021736745057
2023-10-30,812492,812803,312,12386211551614
2023-10-31,812804,813098,295,12655459474151
2023-11-01,813099,813398,300,13722744523747
2023-11-02,813399,813643,245,10835980423095
2023-11-03,813644,813895,252,8629623062133
2023-11-04,813896,814168,273,8727205159344
2023-11-05,814169,814468,300,9231351584907
2023-11-06,814469,814785,317,10303955800386
2023-11-07,814786,815090,305,11257081287895
2023-11-08,815091,815362,272,9840184840320
2023-11-09,815363,815673,311,11505462276756
2023-11-10,815674,815963,290,12167249656252
2023-11-11,815964,816257,294,12561001095624
2023-11-12,816258,816529,272,10845349794933
2023-11-13,816530,816825,296,11556996363020
2023-11-14,816826,817125,300,12336082181731
2023-11-15,817126,817449,324,15944362835213
2023-11-16,817450,817693,244,11151026218203
2023-11-17,817694,817994,301,12945869329540
2023-11-18,817995,818241,247,10136784521045
2023-11-19,818242,818486,245,7850343655177
2023-11-20,818487,818764,278,7834928872929
2023-11-21,818765,819115,351,11459123596029
2023-11-22,819116,819408,293,11154947535311
2023-11-23,819409,819674,266,9662773078115
2023-11-24,819675,819931,257,8073664210652
2023-11-25,819932,820219,288,8995590784568
2023-11-26,820220,820496,277,7907093394594
2023-11-27,820497,820762,266,7267042282118
2023-11-28,820763,821014,252,5860501312060
2023-11-29,821015,821261,247,5015203800516
2023-11-30,821262,821554,293,5524604263350
2023-12-01,821555,821844,290,5468605742433
2023-12-02,821845,822139,295,5484020774885
2023-12-03,822140,822441,302,5983821349332
2023-12-04,822442,822723,282,5744699068682
2023-12-05,822724,823054,331,7294273508486
2023-12-06,823055,823310,256,5549145210499
2023-12-07,823311,823598,288,5978153079721
2023-12-08,823599,823878,280,5503276818048
2023-12-09,823879,824105,227,3849794835674
2023-12-10,824106,824397,292,4195433279369
2023-12-11,824398,824723,326,5263239769249
2023-12-12,824724,825010,287,4877678972511
2023-12-13,825011,825276,266,4574730387737
2023-12-14,825277,825583,307,5221261158999
2023-12-15,825584,825900,317,6164932351581
2023-12-16,825901,826170,270,5215127435815
2023-12-17,826171,826462,292,5701213079401
2023-12-18,826463,826758,296,5693639877751
2023-12-19,826759,827030,272,5249698042589
2023-12-20,827031,827347,317,5831774282041
2023-12-21,827348,827738,391,10945858048331
2023-12-22,827739,828020,282,10149138618696
2023-12-23,828021,828291,271,8901305673101
2023-12-24,828292,828563,272,8304088156322
2023-12-25,828564,828823,260,7084850489603
2023-12-26,828824,829136,313,7916459034867
2023-12-27,829137,829484,348,11539065572196
2023-12-28,829485,829776,292,11148344719696
2023-12-29,829777,830036,260,9632508021719
2023-12-30,830037,830335,299,10465573849877
2023-12-31,830336,830620,285,10221136870506
2024-01-01,830621,830870,250,8018211763000
2024-01-02,830871,831149,281,8226560036167
