date,first_block,last_block,block_count,networkhashps
2016-02-08,0,331,332,2360714984491
2016-02-09,332,690,359,2677550583381
2016-02-10,691,851,161,1809788586734
2016-02-11,852,1143,292,2168564467243
2016-02-12,1144,1514,371,2629813298323
2016-02-13,1515,1800,286,3074971026089
2016-02-14,1801,2038,238,2655651735890
2016-02-15,2039,2288,250,2192358494634
2016-02-16,2289,2684,395,3155298458033
2016-02-17,2682,2965,282,3516630977739
2016-02-18,2966,3235,270,3709177632760
2016-02-19,3236,3507,272,3415180672609
2016-02-20,3508,3805,298,3277293541469
2016-02-21,3806,4116,311,3820333871331
2016-02-22,4117,4353,236,3048533336505
2016-02-23,4352,4643,291,3086129611820
2016-02-24,4644,4992,349,4233362656105
2016-02-25,4993,5275,283,4258888610489
2016-02-26,5276,5536,261,3972853698306
2016-02-27,5537,5797,261,3492921527786
2016-02-28,5798,6116,319,4039444216672
2016-02-29,6117,6399,283,3704118472066
2016-03-01,6400,6695,296,3918552759508
2016-03-02,6696,6956,261,3523632639839
2016-03-03,6957,7278,322,4239907304172
2016-03-04,7279,7538,260,3460266832390
2016-03-05,7539,7836,298,3800875276174
2016-03-06,7837,8122,286,3636680483776
2016-03-07,8123,8410,288,3801026527536
2016-03-08,8411,8699,289,3872119876038
2016-03-09,8700,8971,272,3489763723554
2016-03-10,8972,9314,343,4417512417233
2016-03-11,9315,9571,257,4011696081779
2016-03-12,9572,9852,281,4155781177971
2016-03-13,9853,10124,272,3811560989275
2016-03-14,10125,10425,301,3804906857734
2016-03-15,10426,10747,322,4340352958374
2016-03-16,10748,10990,243,3523346061637
2016-03-17,10991,11292,302,3944559701028
2016-03-18,11293,11616,324,4324435740818
2016-03-19,11617,11887,271,4313065228012
2016-03-20,11888,12170,283,4693385295411
2016-03-21,12171,12437,267,4033548969411
2016-03-22,12438,12734,297,4008514295102
2016-03-23,12735,13042,308,4476015485292
2016-03-24,13043,13298,256,4027748248422
2016-03-25,13299,13598,300,4330512286480
2016-03-26,13599,13900,302,4300135966050
2016-03-27,13901,14207,307,4893719908326
2016-03-28,14208,14477,270,4554493079716
2016-03-29,14478,14753,276,4530916682240
2016-03-30,14754,15070,317,5128879893701
2016-03-31,15071,15346,276,4858973059285
2016-04-01,15347,15646,300,4991197484545
2016-04-02,15647,15942,296,5171281490510
2016-04-03,15943,16229,287,5311554781222
2016-04-04,16230,16513,284,5171944736824
2016-04-05,16514,16792,279,5156682724502
2016-04-06,16793,17055,263,4624678869512
2016-04-07,17056,17397,342,5452485061665
2016-04-08,17398,17670,273,5157158100753
2016-04-09,17671,17932,262,4940431334089
2016-04-10,17933,18222,290,4908286035096
2016-04-11,18223,18505,283,4709623815647
2016-04-12,18506,18810,305,4926453520474
2016-04-13,18811,19090,280,4830409269170
2016-04-14,19091,19405,315,5361143195727
2016-04-15,19406,19677,272,5247028994475
2016-04-16,19678,19962,285,5657348033199
2016-04-17,19963,20238,276,5083383204663
2016-04-18,20239,20511,273,4533892561925
2016-04-19,20512,20840,329,5480139766004
2016-04-20,20841,21124,284,5395741068255
2016-04-21,21125,21397,273,5392872124135
2016-04-22,21398,21711,314,5895572986406
2016-04-23,21712,22021,310,6385145612984
2016-04-24,22022,22310,289,6899139634591
2016-04-25,22311,22585,275,6647691829143
2016-04-26,22586,22887,302,7185575133504
2016-04-27,22888,23183,296,7781812743853
2016-04-28,23184,23452,269,7129856586585
2016-04-29,23453,23767,315,7628194913953
2016-04-30,23768,24051,284,7767003344947
2016-05-01,24052,24338,287,8190718923718
2016-05-02,24339,24632,294,8644157924622
2016-05-03,24633,24900,268,8190165211664
2016-05-04,24901,25208,308,8884858851287
2016-05-05,25209,25488,280,8368655276065
2016-05-06,25489,25752,264,7492789042784
2016-05-07,25753,26089,337,9194895233203
2016-05-08,26090,26374,285,8802335666060
2016-05-09,26375,26643,269,8172070999442
2016-05-10,26644,26908,265,7576452751871
2016-05-11,26909,27182,274,6968236548657
2016-05-12,27183,27521,339,8465965822129
2016-05-13,27522,27781,260,7585118336208
2016-05-14,27782,28092,311,8885027422377
2016-05-15,28093,28394,302,9764938809064
2016-05-16,28395,28657,263,8505233723349
2016-05-17,28658,28954,297,9141301311715
2016-05-18,28955,29251,297,9875666848659
2016-05-19,29252,29540,289,9837075095960
2016-05-20,29541,29810,270,9357631800425
2016-05-21,29811,30112,302,9796187942301
2016-05-22,30113,30412,300,10057163144893
2016-05-23,30413,30686,274,9837014739965
2016-05-24,30687,30978,292,10152392969724
2016-05-25,30979,31252,274,9557891454994
2016-05-26,31253,31545,293,9480958663453
2016-05-27,31546,31855,310,10015634900398
2016-05-28,31856,32154,299,11617354218789
2016-05-29,32155,32407,253,10097504106243
2016-05-30,32408,32684,277,9622332134471
2016-05-31,32685,33026,342,11295985531637
2016-06-01,33027,33291,265,10843772850859
2016-06-02,33292,33549,258,10258075536250
2016-06-03,33550,33894,345,12333631546716
2016-06-04,33895,34187,293,12779087685892
2016-06-05,34188,34423,236,10947712182750
2016-06-06,34424,34723,300,11542332530048
2016-06-07,34724,35023,300,10991327577826
2016-06-08,35024,35304,281,11036553884752
2016-06-09,35305,35567,263,10046715723079
2016-06-10,35568,35879,312,10764232927459
2016-06-11,35880,36168,289,11110066230692
2016-06-12,36169,36462,294,12070288997928
2016-06-13,36463,36743,281,11472433883581
2016-06-14,36744,37032,289,11884894899788
2016-06-15,37033,37266,234,9357049392130
2016-06-16,37267,37531,265,8437990185189
2016-06-17,37532,37887,356,9792576439718
2016-06-18,37888,38180,293,11013145931736
2016-06-19,38181,38460,280,11299074783929
2016-06-20,38461,38732,272,10519046008526
2016-06-21,38733,39028,296,10663333307115
2016-06-22,39029,39305,277,9919217252159
2016-06-23,39306,39618,313,11616208317982
2016-06-24,39619,39873,255,10360861960614
2016-06-25,39874,40164,291,10722481518197
2016-06-26,40165,40472,308,10625568127851
2016-06-27,40473,40756,284,10847371475119
2016-06-28,40757,41040,284,10597409059433
2016-06-29,41041,41356,316,12064073222576
2016-06-30,41357,41610,254,10757859557754
2016-07-01,41611,41890,280,10426011447460
2016-07-02,41891,42209,319,11620451680331
2016-07-03,42210,42492,283,11526690505348
2016-07-04,42493,42786,294,12244497065946
2016-07-05,42787,43070,284,11937032911436
2016-07-06,43071,43356,286,11777439104016
2016-07-07,43357,43656,300,12910875674925
2016-07-08,43657,43920,264,12495006140462
2016-07-09,43921,44210,290,12065189785714
2016-07-10,44211,44523,313,12716609119697
2016-07-11,44524,44800,277,12655853978465
2016-07-12,44801,45078,278,12091095727179
2016-07-13,45079,45311,233,8956784667167
2016-07-14,45312,45640,329,10721575085410
2016-07-15,45641,45927,287,10894435744466
2016-07-16,45928,46226,299,11345692242544
2016-07-17,46227,46513,287,11437671256589
2016-07-18,46514,46788,275,11376326190308
2016-07-19,46789,47077,289,11472324860968
2016-07-20,47078,47377,300,11697964901741
2016-07-21,47378,47649,272,10963375068799
2016-07-22,47650,47933,284,10674408643129
2016-07-23,47934,48243,310,11280189924916
2016-07-24,48244,48533,290,11813413891016
2016-07-25,48534,48776,243,10295837374469
2016-07-26,48777,49036,260,8649730458613
2016-07-27,49037,49341,305,8795800305423
2016-07-28,49342,49653,312,9882967888017
2016-07-29,49654,49930,277,9160223781652
2016-07-30,49931,50248,318,10777994681787
2016-07-31,50249,50521,273,10817386069207
2016-08-01,50522,50797,276,10586348200326
2016-08-02,50798,51088,291,10244345878835
2016-08-03,51089,51377,289,10233395251773
2016-08-04,51378,51662,285,10030265540412
2016-08-05,51663,51944,282,8987205876084
2016-08-06,51945,52244,300,9766683527942
2016-08-07,52245,52523,279,9891511503637
2016-08-08,52524,52811,288,10034006570073
2016-08-09,52812,53108,297,10217446583613
2016-08-10,53109,53410,302,10786630418803
2016-08-11,53411,53673,263,10113163572583
2016-08-12,53674,53958,285,10032599585281
2016-08-13,53959,54279,321,11660067099714
2016-08-14,54280,54588,309,12763770005625
2016-08-15,54589,54836,248,11473546113496
2016-08-16,54837,55172,336,14049577918907
2016-08-17,55173,55430,258,12145434960012
2016-08-18,55431,55738,308,13843290357691
2016-08-19,55739,56030,292,14193261713617
2016-08-20,56031,56288,258,12388436013798
2016-08-21,56289,56611,323,14716693572563
2016-08-22,56612,56862,251,12896015555616
2016-08-23,56863,57123,261,11143137943739
2016-08-24,57124,57457,334,12585156990685
2016-08-25,57458,57752,295,13883242615282
2016-08-26,57753,57994,242,11843775597730
2016-08-27,57995,58339,345,15218680306105
2016-08-28,58340,58615,276,14535767340549
2016-08-29,58616,58867,252,12803838230716
2016-08-30,58868,59149,282,11899472970685
2016-08-31,59150,59470,321,13528814072614
2016-09-01,59471,59761,291,14175084082729
2016-09-02,59762,60016,255,12530040266791
2016-09-03,60017,60318,302,13414826481382
2016-09-04,60319,60649,331,15633158097266
2016-09-05,60650,60904,255,14236177171782
2016-09-06,60905,61152,248,12583767512801
2016-09-07,61153,61478,326,14079693767262
2016-09-08,61479,61741,263,11946353061368
2016-09-09,61742,62056,315,13699621020112
2016-09-10,62057,62319,263,12636177917945
2016-09-11,62320,62654,335,15522489239212
2016-09-12,62655,62902,248,13402377594632
2016-09-13,62903,63201,299,14442458941326
2016-09-14,63202,63468,267,12716299877250
2016-09-15,63469,63749,281,12419156589362
2016-09-16,63750,64035,286,12220769315998
2016-09-17,64036,64353,318,13637185000555
2016-09-18,64354,64643,290,14227569288343
2016-09-19,64644,64925,282,14772156034617
2016-09-20,64926,65176,251,11803746527080
2016-09-21,65177,65486,310,13465196290229
2016-09-22,65487,65789,303,13720402918182
2016-09-23,65790,66075,286,14137808371408
2016-09-24,66076,66349,274,13675557325905
2016-09-25,66350,66640,291,13232439391909
2016-09-26,66641,66932,292,12925909474882
2016-09-27,66933,67215,283,13070280529399
2016-09-28,67216,67499,284,12671342407506
2016-09-29,67500,67801,302,13435239623754
2016-09-30,67802,68098,297,13807573852635
2016-10-01,68099,68373,275,13654624967954
2016-10-02,68374,68658,285,13481226884647
2016-10-03,68659,68936,278,12993209385156
2016-10-04,68937,69218,282,12220375921270
2016-10-05,69219,69507,289,12146159441576
2016-10-06,69508,69824,317,13671583475925
2016-10-07,69825,70076,252,11996585726232
2016-10-08,70077,70409,333,14825997642063
2016-10-09,70410,70666,257,13002112574843
2016-10-10,70667,70965,299,13931021873232
2016-10-11,70966,71242,277,12648598100623
2016-10-12,71243,71555,313,14398010896959
2016-10-13,71556,71812,257,12847527231569
2016-10-14,71813,72107,295,13550413657773
2016-10-15,72108,72390,283,12975063800999
2016-10-16,72391,72690,300,14556841763409
2016-10-17,72691,72980,290,14013168514039
2016-10-18,72981,73292,312,14971215648404
2016-10-19,73293,73579,287,15456062931017
2016-10-20,73580,73834,255,14013479536269
2016-10-21,73835,74155,321,16258657779390
2016-10-22,74156,74423,268,14787294645803
2016-10-23,74424,74700,277,14502437963159
2016-10-24,74701,74989,289,14098107234231
2016-10-25,74990,75285,296,14105642516921
2016-10-26,75286,75599,314,15238479031041
2016-10-27,75600,75860,261,14876742286711
2016-10-28,75861,76136,276,14583204759205
2016-10-29,76137,76429,293,14469509122038
2016-10-30,76430,76705,276,13215043206077
2016-10-31,76706,76991,286,12951729958731
2016-11-01,76992,77267,276,11931153919962
2016-11-02,77268,77555,288,12028361819678
2016-11-03,77556,77822,267,10863702140898
2016-11-04,77823,78118,296,11043798661565
2016-11-05,78119,78442,324,12509500874795
2016-11-06,78443,78712,270,12616591834713
2016-11-07,78713,78968,256,11090291087874
2016-11-08,78969,79281,313,12022842775855
2016-11-09,79282,79557,276,10980534223394
2016-11-10,79558,79838,281,10690977196750
2016-11-11,79839,80140,302,11244751092452
2016-11-12,80141,80464,324,13000922647026
2016-11-13,80465,80706,242,11315606963377
2016-11-14,80707,81021,315,13085358769284
2016-11-15,81022,81294,273,11677230656371
2016-11-16,81295,81573,279,11603536880000
2016-11-17,81574,81879,306,12617277012204
2016-11-18,81880,82173,294,12483943140440
2016-11-19,82174,82460,287,12571688241214
2016-11-20,82461,82778,318,14240871254340
2016-11-21,82779,83012,234,12120335271187
2016-11-22,83013,83296,284,12551833150006
2016-11-23,83297,83593,297,12092997210878
2016-11-24,83594,83889,296,12401820240019
2016-11-25,83890,84145,256,10868989360623
2016-11-26,84146,84440,295,11006720280348
2016-11-27,84441,84740,300,11284430049449
2016-11-28,84741,85011,271,10733289747682
2016-11-29,85012,85311,300,11964174264763
2016-11-30,85312,85617,306,12627425451468
2016-12-01,85618,85885,268,11311818986451
2016-12-02,85886,86168,283,11362751362725
2016-12-03,86169,86484,316,13583951624707
2016-12-04,86485,86751,267,12482356259887
2016-12-05,86752,87013,262,11343142427741
2016-12-06,87014,87325,312,12145742175262
2016-12-07,87326,87618,293,12210198491330
2016-12-08,87619,87895,277,12043512995975
2016-12-09,87896,88184,289,12612167801320
2016-12-10,88185,88475,291,12131881433189
2016-12-11,88476,88774,299,13384401132623
2016-12-12,88775,89060,286,12578844109423
2016-12-13,89061,89325,265,11608112247231
2016-12-14,89326,89620,295,12426132602818
2016-12-15,89621,89920,300,12362989060657
2016-12-16,89921,90222,302,13106208483386
2016-12-17,90223,90460,238,11386491649131
2016-12-18,90461,90746,286,11927424894476
2016-12-19,90747,91057,311,12182159941798
2016-12-20,91058,91357,300,13029317160587
2016-12-21,91358,91637,280,12894185226080
2016-12-22,91638,91909,272,11885024403741
2016-12-23,91910,92199,290,12380527977362
2016-12-24,92200,92490,291,12473277247017
2016-12-25,92491,92779,289,12491363635063
2016-12-26,92780,93042,263,10940219063307
2016-12-27,93043,93325,283,10591232350958
2016-12-28,93326,93629,304,11317405839280
2016-12-29,93630,93910,281,11056157773460
2016-12-30,93911,94214,304,11902432385531
2016-12-31,94215,94500,286,12067436479204
2017-01-01,94501,94787,287,11698426084847
2017-01-02,94788,95069,282,11724136816981
2017-01-03,95070,95354,285,11456977225691
2017-01-04,95355,95657,303,12227561148152
2017-01-05,95658,95943,286,12411325416594
2017-01-06,95944,96232,289,13581341932303
2017-01-07,96233,96500,268,11447491638655
2017-01-08,96501,96792,292,12003119196246
2017-01-09,96793,97064,272,11589751145089
2017-01-10,97065,97372,308,12214054158440
2017-01-11,97373,97677,305,13069840448326
2017-01-12,97678,97921,244,11120720703738
2017-01-13,97922,98209,288,11350865764690
2017-01-14,98210,98535,326,12984900811927
2017-01-15,98536,98831,296,14121955966069
2017-01-16,98832,99079,248,12756541148205
2017-01-17,99080,99385,306,13856197706000
2017-01-18,99386,99682,297,13584114870623
2017-01-19,99683,99954,272,12677522618617
2017-01-20,99955,100245,291,13458653789518
2017-01-21,100246,100539,294,13456684260980
2017-01-22,100540,100832,293,14098296983765
2017-01-23,100833,101082,250,11548144499910
2017-01-24,101083,101401,319,13191402905487
2017-01-25,101402,101681,280,12640603066221
2017-01-26,101682,101967,286,12929451015771
2017-01-27,101968,102267,300,13837704926429
2017-01-28,102268,102550,283,13133234970661
2017-01-29,102551,102866,316,15248553235841
2017-01-30,102867,103152,286,15095967912554
2017-01-31,103153,103445,293,16118503476688
2017-02-01,103446,103735,290,17384505504275
2017-02-02,103736,104029,294,18331103136542
2017-02-03,104030,104350,321,21313559427798
2017-02-04,104351,104677,327,25591119841132
2017-02-05,104678,104933,256,24832182081623
2017-02-06,104934,105168,235,21296763690253
2017-02-07,105169,105469,301,21626280760229
2017-02-08,105470,105795,326,23831481016577
2017-02-09,105796,106059,264,21742833381991
2017-02-10,106060,106359,300,23770489940302
2017-02-11,106360,106652,293,24222267011825
2017-02-12,106653,106952,300,25506482307396
2017-02-13,106953,107250,298,28278609208117
2017-02-14,107251,107509,259,24123777983742
2017-02-15,107510,107787,278,23782719151618
2017-02-16,107788,108101,314,24560731631628
2017-02-17,108102,108393,292,24321007196183
2017-02-18,108394,108680,287,27039953449797
2017-02-19,108681,108944,264,25653327024673
2017-02-20,108945,109245,301,26420152821427
2017-02-21,109246,109570,325,29172917372522
2017-02-22,109571,109804,234,24194047854302
2017-02-23,109805,110087,283,25608169059320
2017-02-24,110088,110418,331,28209075174915
2017-02-25,110419,110670,252,25477757348965
2017-02-26,110671,110968,298,26724095526789
2017-02-27,110969,111283,315,27877327297511
2017-02-28,111284,111524,241,24023508183089
2017-03-01,111525,111816,292,26149709936722
2017-03-02,111817,112103,287,24219880821755
2017-03-03,112104,112379,276,23128575229408
2017-03-04,112380,112706,327,27661486114348
2017-03-05,112707,112997,291,27418145706558
2017-03-06,112998,113256,259,24157718018416
2017-03-07,113257,113549,293,24483584221798
2017-03-08,113550,113875,326,29643010305637
2017-03-09,113876,114121,246,25698070809060
2017-03-10,114122,114424,303,28792519421922
2017-03-11,114425,114721,297,28659353731526
2017-03-12,114722,115035,314,32380625350895
2017-03-13,115036,115300,265,30600975973363
2017-03-14,115301,115580,280,31601893410541
2017-03-15,115581,115881,301,32531142213902
2017-03-16,115882,116204,323,35670206906859
2017-03-17,116205,116474,270,34125207251025
2017-03-18,116475,116748,274,34397527853090
2017-03-19,116749,117020,272,31505132000317
2017-03-20,117021,117359,339,37555222653465
2017-03-21,117360,117652,293,39894057663484
2017-03-22,117653,117912,260,37905812965230
2017-03-23,117913,118197,285,37020493662142
2017-03-24,118198,118525,328,44786656778609
2017-03-25,118526,118792,267,41181550842255
2017-03-26,118793,119159,367,57134814858908
2017-03-27,119160,119411,252,52031322134379
2017-03-28,119412,119677,266,54013658327243
2017-03-29,119678,119932,255,45832874401944
2017-03-30,119933,120248,316,49835292038259
2017-03-31,120249,120541,293,49899827989609
2017-04-01,120542,120849,308,56986444787480
2017-04-02,120850,121141,292,60262646008665
2017-04-03,121142,121421,280,57541616954790
2017-04-04,121422,121719,298,59679061851377
2017-04-05,121720,122005,286,58850288960571
2017-04-06,122006,122285,280,61383680175095
2017-04-07,122286,122574,289,58843818908683
2017-04-08,122575,122869,295,60017143805669
2017-04-09,122870,123210,341,80201552716747
2017-04-10,123211,123456,246,69516985372581
2017-04-11,123457,123736,280,70264822291133
2017-04-12,123737,124067,331,83002278829324
2017-04-13,124068,124337,270,75701614084534
2017-04-14,124338,124609,272,73586825253769
2017-04-15,124610,124909,300,77574051231698
2017-04-16,124910,125177,268,69388213448804
2017-04-17,125178,125486,309,75730121807861
2017-04-18,125487,125786,300,79900921447163
2017-04-19,125787,126069,283,79422192288910
2017-04-20,126070,126387,318,88703618309114
2017-04-21,126388,126686,299,91710206098156
2017-04-22,126687,126949,263,86643708868103
2017-04-23,126950,127094,145,46576827052618
2017-04-24,127095,127377,283,54756311098594
2017-04-25,127378,127805,428,87847611428469
2017-04-26,127806,128065,260,97261394805771
2017-04-27,128066,128310,245,87204945314079
2017-04-28,128311,128600,290,85235001784982
2017-04-29,128601,128926,326,97824634297598
2017-04-30,128927,129220,294,101293622219023
2017-05-01,129221,129495,275,100900483215325
2017-05-02,129496,129793,298,111695741567065
2017-05-03,129794,130085,292,105248766240578
2017-05-04,130086,130379,294,104425566713523
2017-05-05,130380,130646,267,94937964701172
2017-05-06,130647,130953,307,103977625103294
2017-05-07,130954,131250,297,113535720254271
2017-05-08,131251,131531,281,114866006270339
2017-05-09,131532,131798,267,105197803014823
2017-05-10,131799,132077,279,101111120589472
2017-05-11,132078,132388,311,110555203109847
2017-05-12,132389,132689,301,111587921989574
2017-05-13,132690,132979,290,115724791787268
2017-05-14,132980,133252,273,115030157941433
2017-05-15,133253,133540,288,116945573119666
2017-05-16,133541,133798,258,100384528498662
2017-05-17,133799,134111,313,104369588864952
2017-05-18,134112,134437,326,122593807520689
2017-05-19,134438,134677,240,99278408009811
2017-05-20,134678,134965,288,109708279121789
2017-05-21,134966,135244,279,99535316557971
2017-05-22,135245,135525,281,100118526079580
2017-05-23,135526,135821,296,102269861877463
2017-05-24,135822,136082,261,88360635043371
2017-05-25,136083,136378,296,92880734132064
2017-05-26,136379,136685,307,96991355285729
2017-05-27,136686,136982,297,98431735961424
2017-05-28,136983,137279,297,106114092061142
2017-05-29,137280,137554,275,105526982660917
2017-05-30,137555,137841,287,104796601999116
2017-05-31,137842,138127,286,98754201785192
2017-06-01,138128,138422,295,98823732842359
2017-06-02,138423,138756,334,123634296013572
2017-06-03,138757,138991,235,102360329311906
2017-06-04,138992,139267,276,109411400759018
2017-06-05,139268,139591,324,117782240663162
2017-06-06,139592,139854,263,99364392021318
2017-06-07,139855,140141,287,102630068576097
2017-06-08,140142,140438,297,108706081164397
2017-06-09,140439,140731,293,111287115081237
2017-06-10,140732,141020,289,112940867600124
2017-06-11,141021,141331,311,125502469143534
2017-06-12,141332,141621,290,127008794739040
2017-06-13,141622,141882,261,116816888934073
2017-06-14,141883,142155,273,108880000611459
2017-06-15,142156,142452,297,109947564549531
2017-06-16,142453,142771,319,124703886606553
2017-06-17,142772,143047,276,123005885038207
2017-06-18,143048,143323,276,126694992670425
2017-06-19,143324,143618,295,123743477454483
2017-06-20,143619,143894,276,109604287660642
2017-06-21,143895,144208,314,127187634846276
2017-06-22,144209,144459,251,111162533910084
2017-06-23,144460,144776,317,130298635788392
2017-06-24,144777,145079,303,137798041664413
2017-06-25,145080,145350,271,125755726796360
2017-06-26,145351,145635,285,124113691637467
2017-06-27,145636,145917,282,126900110728313
2017-06-28,145918,146209,292,126190405985092
2017-06-29,146210,146518,309,140761153792793
2017-06-30,146519,146835,317,157943112463460
2017-07-01,146836,147077,242,130920372433775
2017-07-02,147078,147348,271,135664387789733
2017-07-03,147349,147685,337,154305814217643
2017-07-04,147686,147965,280,151885418695396
2017-07-05,147966,148246,281,148819759311653
2017-07-06,148247,148550,304,154822473814931
2017-07-07,148551,148832,282,153288430283212
2017-07-08,148833,149126,294,163360995658576
2017-07-09,149127,149401,275,151018651591905
2017-07-10,149402,149702,301,167225806671164
2017-07-11,149703,149987,285,168868424959960
2017-07-12,149988,150272,285,169665535996905
2017-07-13,150273,150588,316,185868847519812
2017-07-14,150589,150841,253,155323707918402
2017-07-15,150842,151125,284,155614000631848
2017-07-16,151126,151434,309,168646388389604
2017-07-17,151435,151721,287,164403440295524
2017-07-18,151722,152017,296,173504981426713
2017-07-19,152018,152294,277,174352858204885
2017-07-20,152295,152566,272,161069159096093
2017-07-21,152567,152873,307,168378748763238
2017-07-22,152874,153156,283,170678259186598
2017-07-23,153157,153456,300,186494239568849
2017-07-24,153457,153753,297,193676040043955
2017-07-25,153754,154033,280,186704380968467
2017-07-26,154034,154330,297,187356302615828
2017-07-27,154331,154612,282,180353049436531
2017-07-28,154613,154903,291,191467077824188
2017-07-29,154904,155163,260,171667759211036
2017-07-30,155164,155470,307,185710984027150
2017-07-31,155471,155761,291,185386355622326
2017-08-01,155762,156031,270,177308808379365
2017-08-02,156032,156344,313,195737115027975
2017-08-03,156345,156622,278,188252035991468
2017-08-04,156623,156912,290,193625225138967
2017-08-05,156913,157218,306,210064826279401
2017-08-06,157219,157471,253,180472035819886
2017-08-07,157472,157771,300,192982883924837
2017-08-08,157772,158063,292,188412004830380
2017-08-09,158064,158377,314,211319597730166
2017-08-10,158378,158655,278,212030700899133
2017-08-11,158656,158936,281,209125274909258
2017-08-12,158937,159213,277,203694261520971
2017-08-13,159214,159498,285,197235130625036
2017-08-14,159499,159804,306,210513641523360
2017-08-15,159805,160087,283,192489961189325
2017-08-16,160088,160401,314,238835778339043
2017-08-17,160402,160649,248,197690629405614
2017-08-18,160650,160949,300,206793305724159
2017-08-19,160950,161240,291,212193226131445
2017-08-20,161241,161549,309,239072147067299
2017-08-21,161550,161808,259,206360021635756
2017-08-22,161809,162083,275,197798637659954
2017-08-23,162084,162407,324,224262156597374
2017-08-24,162408,162712,305,237209888560282
2017-08-25,162713,162967,255,213837075734535
2017-08-26,162968,163231,264,197609645599176
2017-08-27,163232,163558,327,230175660535897
2017-08-28,163559,163845,287,222640840161980
2017-08-29,163846,164166,321,271943105654787
2017-08-30,164167,164415,249,241216377269227
2017-08-31,164416,164716,301,266845817359523
2017-09-01,164717,165033,317,284859520104327
2017-09-02,165034,165293,260,259192269535683
2017-09-03,165294,165596,303,300163463956373
2017-09-04,165597,165896,300,297112959478023
2017-09-05,165897,166198,302,316805606337357
2017-09-06,166199,166441,243,265371401849223
2017-09-07,166442,166765,324,312272094762682
2017-09-08,166766,167033,268,292850366691428
2017-09-09,167034,167303,270,277720956796947
2017-09-10,167304,167597,294,269435525860797
2017-09-11,167598,167887,290,274662754774124
2017-09-12,167888,168196,309,299660660012467
2017-09-13,168197,168473,277,292393020526262
2017-09-14,168474,168753,280,278868391923556
2017-09-15,168754,169073,320,314722460819317
2017-09-16,169074,169345,272,301196741848640
2017-09-17,169346,169624,279,313848256568041
2017-09-18,169625,169897,273,286593760760126
2017-09-19,169898,170194,297,293162481367890
2017-09-20,170195,170508,314,311007672455894
2017-09-21,170509,170790,282,307079735046564
2017-09-22,170791,171046,256,271434163981734
2017-09-23,171047,171337,291,280613032872755
2017-09-24,171338,171665,328,315371478387488
2017-09-25,171666,171939,274,303132481403095
2017-09-26,171940,172231,292,330853682364915
2017-09-27,172232,172499,268,299221817160000
2017-09-28,172500,172798,299,300806932339328
2017-09-29,172799,173112,314,341165203665814
2017-09-30,173113,173360,248,294948543778323
2017-10-01,173361,173684,324,359701329934101
2017-10-02,173685,173962,278,328173206028069
2017-10-03,173963,174239,277,316752575949892
2017-10-04,174240,174539,300,340570851339017
2017-10-05,174540,174814,275,321182719588838
2017-10-06,174815,175120,306,352077875313169
2017-10-07,175121,175424,304,374904291511599
2017-10-08,175425,175692,268,334755283211892
2017-10-09,175693,175962,270,330783860596830
2017-10-10,175963,176254,292,325783202261968
2017-10-11,176255,176538,284,319314633886707
2017-10-12,176539,176850,312,366159406831727
2017-10-13,176851,177128,278,337757165052942
2017-10-14,177129,177411,283,334782669289573
2017-10-15,177412,177686,275,315403150729415
2017-10-16,177687,177979,293,317632060514874
2017-10-17,177980,178296,317,359230479028934
2017-10-18,178297,178580,284,362932360410190
2017-10-19,178581,178844,264,338125130778612
2017-10-20,178845,179150,306,358593773241192
2017-10-21,179151,179445,295,355324723264779
2017-10-22,179446,179728,283,355240466024355
2017-10-23,179729,180024,296,370188308758899
2017-10-24,180025,180304,280,379750972288431
2017-10-25,180305,180565,261,344689383821452
2017-10-26,180566,180870,305,351625114371567
2017-10-27,180871,181162,292,337802760504281
2017-10-28,181163,181468,306,380377114058970
2017-10-29,181469,181723,255,345665781077180
2017-10-30,181724,181998,275,330030475319039
2017-10-31,181999,182318,320,351184504783387
2017-11-01,182319,182607,289,349572387095461
2017-11-02,182608,182890,283,353141718921604
2017-11-03,182891,183136,246,298511082329026
2017-11-04,183137,183455,319,336873081416575
2017-11-05,183456,183736,281,311601091968274
2017-11-06,183737,184041,305,344287078378578
2017-11-07,184042,184321,280,338348630006940
2017-11-08,184322,184592,271,323778840997699
2017-11-09,184593,184899,307,338731447868649
2017-11-10,184900,185210,311,372332710018371
2017-11-11,185211,185452,242,315996518793273
2017-11-12,185453,185722,270,316617524134978
2017-11-13,185723,186036,314,331365266649508
2017-11-14,186037,186324,288,302889942291018
2017-11-15,186325,186609,285,313548651678558
2017-11-16,186610,186915,306,336438556166700
2017-11-17,186916,187215,300,371862140848049
2017-11-18,187216,187457,242,318265198271469
2017-11-19,187458,187750,293,322434329026681
2017-11-20,187751,188068,318,343839047622990
2017-11-21,188069,188329,261,313622147029039
2017-11-22,188330,188641,312,353404557316248
2017-11-23,188642,188924,283,349184258098639
2017-11-24,188925,189220,296,368213786292871
2017-11-25,189221,189500,280,365957950917388
2017-11-26,189501,189801,301,386424659329617
2017-11-27,189802,190081,280,363867220074029
2017-11-28,190082,190370,289,375080002973794
2017-11-29,190371,190657,287,378507490594159
2017-11-30,190658,190945,288,369452370719439
2017-12-01,190946,191248,303,392966265707268
2017-12-02,191249,191523,275,380632720424667
2017-12-03,191524,191785,262,335346747200048
2017-12-04,191786,192097,312,362648238631167
